Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
,,0836.HK,China Resources Power Holdings Company Limited,HKD,HKSE,Utilities,"China Resources Power Holdings Company Limited, an investment holding company, invests in, develops, operates, and manages power plants and coal mines in the People's Republic of China. The company operates in two segments, Thermal Power and Renewable Energy. It operates and manages coal- and gas-fired power plants, wind farms, photovoltaic power projects, hydro-electric projects, and other clean and renewable energy projects. As of December 31, 2019, the company had 36 coal-fired power plants, 96 wind farms, 21 photovoltaic power plants, 2 hydroelectric plants, and 3 gas-fired plants with total attributable operational generation capacity of 40,392 MW. It also engages in coal mining activities; and undertakes heat and power co-generation, coal-electricity integration, and other projects. In addition, the company is involved in the power sale, distribution network construction and operation, distributed energy resource, and other businesses. Further, it provides various energy solutions. The company was founded in 2001 and is based in Wanchai, Hong Kong. China Resources Power Holdings Company Limited is a subsidiary of CRH (Power) Limited.",Utilities,HK,,China Resources Power Holdings Company Limited,,,,8.24,39638024000.0,China Resources Power Holdings Company Limited,HKD,China Resources Power Holdings Company Limited,China Resources Power Holdings Company Limited,,China Resources Power Holdings Company Limited,0836.hk,,,China Resources Power Holdings Company Limited,,9074,0
,,0837.HK,Carpenter Tan Holdings Limited,HKD,HKSE,"Furnishings, Fixtures & Appliances","Carpenter Tan Holdings Limited, an investment holding company, designs, manufactures, and distributes wooden handicrafts and accessories. It offers wooden or horn combs, such as colored drawing combs, grass-and-tree dyed wooden combs, and carved combs; pocket-size wooden mirrors, including colored drawing mirrors and carved mirrors; other wooden accessories and adornments comprising bead bracelets, pendants, barrettes, hair bobs, and massage tools; and box sets that combine its products in themes for gift purpose. The company sells its products primarily under the Carpenter Tan brand name. It is also involved in the operation of retailing shops in Hong Kong, as well as franchise and distribution network primarily in the People's Republic of China; distribution of wooden handicrafts and accessories through Internet; and property investment activities. As of December 31, 2019, the company had 1,249 franchised stores; and 6 directly-operated outlets. Carpenter Tan Holdings Limited was founded in 1997 and is headquartered in Jurong, the People's Republic of China.",Consumer Cyclical,CN,,Carpenter Tan Holdings Limited,,,,4.22,1042112060.0,Carpenter Tan Holdings Limited,HKD,Carpenter Tan Holdings Limited,Carpenter Tan Holdings Limited,,Carpenter Tan Holdings Limited,0837.hk,,,Carpenter Tan Holdings Limited,,9075,0
,,0838.HK,EVA Precision Industrial Holdings Limited,HKD,HKSE,Metal Fabrication,"EVA Precision Industrial Holdings Limited, an investment holding company, engages in the provision of precision manufacturing services in the People's Republic of China, Hong Kong, Vietnam, and Mexico. It operates through two segments, Metal Stamping and Plastic Injection. The company engages in the design and fabrication of metal stamping moulds and plastic injection molds; and manufacture of metal stamping components and lathing components, as well as plastic injection components. It is also involved in the lathing of metal components; and assembly of precision metal and plastic components into semi-finished products. In addition, the company trades in metal stamping moulds, plastic injection moulds, and components; and develops properties. It serves the office automation equipment, automobile, high technology, and consumer electronic industries. EVA Precision Industrial Holdings Limited was founded in 1993 and is headquartered in Tsim Sha Tsui, Hong Kong.",Industrials,HK,,EVA Precision Industrial Holdings Limited,,,,0.78,1338932350.0,EVA Precision Industrial Holdings Limited,HKD,EVA Precision Industrial Holdings Limited,EVA Precision Industrial Holdings Limited,,EVA Precision Industrial Holdings Limited,0838.hk,,,EVA Precision Industrial Holdings Limited,,9076,0
,,0839.HK,China Education Group Holdings Limited,HKD,HKSE,Education & Training Services,"China Education Group Holdings Limited, an investment holding company, operates private higher and vocational education institutions in the People's Republic of China, Australia, and internationally. As of August 31, 2020, the company offers 12 master's degree programs, 238 bachelor's degree programs, 71 junior college diploma programs, 151 vocational education programs, and 115 continuing education programs. It also provides educational consultancy services; and vocational education services for technical workers and technicians. The company operates higher education institutions under the Jiangxi University of Technology, Guangdong Baiyun University, Haikou University of Economics, Chongqing Translators University, Guangzhou Songtian University, Shandong Quancheng University, and Songtian Polytechnic College names; three vocational education institutions under the Xi'an Railway College, Zhengzhou Transit School, and Baiyun Technician College names in Jiangxi, Guangdong, Henan, Shaanxi, Shandong, and Chongqing; and a higher education institute under the King's Own Institute name in Sydney, Australia. The company was founded in 1989 and is headquartered in Central, Hong Kong.",Consumer Defensive,HK,,China Education Group Holdings Limited,,,,17.0,38633349000.0,China Education Group Holdings Limited,HKD,China Education Group Holdings Limited,China Education Group Holdings Limited,,China Education Group Holdings Limited,0839.hk,,,China Education Group Holdings Limited,,9077,0
,,0840.HK,Xinjiang Tianye Water Saving Irrigation System Company Limited,HKD,HKSE,Farm & Heavy Construction Machinery,"Xinjiang Tianye Water Saving Irrigation System Company Limited designs, manufactures, and sells drip tapes, PVC/PE pipelines, and drip assemblies for use in water saving irrigation systems in the People's Republic of China. It also offers installation services for water saving irrigation systems. The company was founded in 1999 and is headquartered in Shihezi, the People's Republic of China.",Industrials,CN,,Xinjiang Tianye Water Saving Irrigation System Company Limited,,,,0.3,155856608.0,Xinjiang Tianye Water Saving Irrigation System Company Limited,HKD,Xinjiang Tianye Water Saving Irrigation System Company Limited,Xinjiang Tianye Water Saving Irrigation System Company Limited,,Xinjiang Tianye Water Saving Irrigation System Company Limited,0840.hk,,,Xinjiang Tianye Water Saving Irrigation System Company Limited,,9078,0
,,0841.HK,Asia Cassava Resources Holdings Limited,HKD,HKSE,Packaged Foods,"Asia Cassava Resources Holdings Limited, an investment holding company, procures, processes, warehouses, and sells dried cassava chips in Mainland China, Hong Kong, and Thailand. The company operates through three segments: Procurement and Sale of Dried Cassava Chips; Property Investment; and Hotel Operations. It also invests in office spaces and industrial properties; holds trademarks; collects debts; and provides shipping agency service. In addition, the company engages in the operation of a hotel, restaurant, and ancillary entertainment facilities; and trading and tendering of dried cassava chips. Asia Cassava Resources Holdings Limited was founded in 1984 and is headquartered in Tsim Sha Tsui East, Hong Kong. Asia Cassava Resources Holdings Limited is a subsidiary of Art Rich Management Limited.",Consumer Defensive,HK,,Asia Cassava Resources Holdings Limited,,,,0.31,181265360.0,Asia Cassava Resources Holdings Limited,HKD,Asia Cassava Resources Holdings Limited,Asia Cassava Resources Holdings Limited,,Asia Cassava Resources Holdings Limited,0841.hk,,,Asia Cassava Resources Holdings Limited,,9079,0
,,0842.HK,Leoch International Technology Limited,HKD,HKSE,Electrical Equipment & Parts,"Leoch International Technology Limited, an investment holding company, researches and develops, manufactures, and sells lead acid batteries under the LEOCH brand name in the People's Republic of China, Europe, the Middle East, Africa, the Americas, and Asia-Pacific region. The company primarily offers reserve power, SLI, and motive power batteries, such as AGM VRLA, VRLA-GEL, pure lead, UPS high rate, marine, railway, start-stop, automotive, motorcycle, golf cart, scrubber sweeper, and electric vehicle batteries, as well as OPzV, OPzS, PzS, PzV, and PzB tubular plate batteries. Its products are used in various areas, such as telecommunication, power system, radio and television system, railway, solar energy, UPS, emergency lights, security, alarm, gardening tool, car, motorcycle, golf cart, forklift truck, electric vehicle and baby carrier, etc. The company also leases properties. In addition, it engages in the recycle and remanufacture of lead from batteries disposed of. The company was founded in 1999 and is headquartered in Shenzhen, the People's Republic of China. Leoch International Technology Limited is a subsidiary of Master Alliance Investment Limited.",Industrials,CN,,Leoch International Technology Limited,,,,1.26,1710626300.0,Leoch International Technology Limited,HKD,Leoch International Technology Limited,Leoch International Technology Limited,,Leoch International Technology Limited,0842.hk,,,Leoch International Technology Limited,,9080,0
,,0844.HK,Greatime International Holdings Limited,HKD,HKSE,Apparel Manufacturing,"Greatime International Holdings Limited, an investment holding company, manufactures and sells knitted fabrics and innerwear products for infants and adults in the People's Republic of China, Japan, the United States, Italy, Africa, Myanmar, and internationally. The company operates through Innerwear Products and Knitted Fabrics segments. It manufactures functional and customized fabrics for lingerie and apparel brands; and offers a range of innerwear for men, women, toddlers, and infants, including T-shirts, vests, long-sleeves pullovers, men's briefs and boxer briefs, women's panties, long johns, and toddlers' and infants' body suits and bibs. The company is also involved in the manufacture and trade of garments; and provision of fabric weaving knitting, printing, and dyeing services. It primarily sells its products to the sourcing agents, wholesalers, and brand owners. The company was formerly known as Grand Concord International Holdings Limited and changed its name to Greatime International Holdings Limited in June 2017. The company was founded in 2000 and is headquartered in Wan Chai, Hong Kong. Greatime International Holdings Limited is a subsidiary of Junfun Investment Limited.",Consumer Cyclical,HK,,Greatime International Holdings Limited,,,,0.405,200205680.0,Greatime International Holdings Limited,HKD,Greatime International Holdings Limited,Greatime International Holdings Limited,,Greatime International Holdings Limited,0844.hk,,,Greatime International Holdings Limited,,9081,0
,,0845.HK,Glorious Property Holdings Limited,HKD,HKSE,Real Estate,"Glorious Property Holdings Limited, an investment holding company, invests in, develops, and sells real estate properties in the People's Republic of China. It develops residential, commercial, serviced apartment, office, and hotel projects. As of December 31, 2019, the company had a total land bank of 6.95 million square meters in Shanghai region, Yangtze River Delta, Pan Bohai Rim, and Northeast China. It is also involved in the provision of corporate, culture, advertising planning, investment holding, advisory, business consulting, interior and exterior decoration, renovation, business management, property leasing, and hotel operation and property management services; and wholesale of construction materials, mechanical equipment, and building materials. The company was founded in 1996 and is headquartered in Wanchai, Hong Kong.",Real Estate,HK,,Glorious Property Holdings Limited,,,,0.27,2104015620.0,Glorious Property Holdings Limited,HKD,Glorious Property Holdings Limited,Glorious Property Holdings Limited,,Glorious Property Holdings Limited,0845.hk,,,Glorious Property Holdings Limited,,9082,0
,,0846.HK,"Mingfa Group (International) Co., Ltd.",HKD,HKSE,Real Estate,"Mingfa Group (International) Co., Ltd., an investment holding company, engages in the property development and investment, and hotel operation businesses in the People's Republic of China. The company operates through three segments: Property Development, Hotel, and Property Investment and Management. The Property Development segment develops commercial and residential real estate properties. The Hotel segment is involved in the operation of hotels. The Property Investment and Management segment invests in properties; and offers management and security services to residential, hotel, and commercial properties. It is also involved in the manufacture and sale of furniture; trade of construction materials; and provision of sports, as well as consultancy services. Mingfa Group (International) Co., Ltd. was founded in 1994 and is based in Nanjing, the People's Republic of China. Mingfa Group (International) Co., Ltd. operates as a subsidiary of Galaxy Earnest Limited.",Real Estate,CN,,"Mingfa Group (International) Co., Ltd.",,,,0.76,4631022100.0,"Mingfa Group (International) Co., Ltd.",HKD,"Mingfa Group (International) Co., Ltd.","Mingfa Group (International) Co., Ltd.",,"Mingfa Group (International) Co., Ltd.",0846.hk,,,"Mingfa Group (International) Co., Ltd.",,9083,0
,,0848.HK,Maoye International Holdings Limited,HKD,HKSE,Department Stores,"Maoye International Holdings Limited, an investment holding company, operates and manages department stores in the People's Republic of China. The company operates in three segments: Operation of Department Stores, Property Development, and Others. The Operation of Department Stores segment is involved in the concessionaire sales; direct sale of merchandise; and leasing of commercial properties for the operation of department stores by third parties. The Property Development segment principally develops and sells commercial and residential properties; and leases commercial properties other than for the operation of department stores. The Others segment principally operates hotels; and provides ancillary services. Maoye International Holdings Limited also operates supermarket chain stores; and provides property management and advertising services. As of December 31, 2019, it operated and managed 48 stores. The company was incorporated in 2007 and is headquartered in Shenzhen, the People's Republic of China.",Consumer Cyclical,CN,,Maoye International Holdings Limited,,,,0.365,1876220540.0,Maoye International Holdings Limited,HKD,Maoye International Holdings Limited,Maoye International Holdings Limited,,Maoye International Holdings Limited,0848.hk,,,Maoye International Holdings Limited,,9084,0
,,0852.HK,Strong Petrochemical Holdings Limited,HKD,HKSE,Oil & Gas Refining & Marketing,"Strong Petrochemical Holdings Limited, an investment holding company, engages in trading crude oil, iron ore, petroleum, petrochemical, and coal products. The company is also involved in the provision of storage services for petroleum products and petrochemicals. It offers its products in the People's Republic of China, France, Japan, and Vietnam. The company was founded in 1999 and is headquartered in Admiralty, Hong Kong.",Energy,HK,,Strong Petrochemical Holdings Limited,,,,0.35,743176000.0,Strong Petrochemical Holdings Limited,HKD,Strong Petrochemical Holdings Limited,Strong Petrochemical Holdings Limited,,Strong Petrochemical Holdings Limited,0852.hk,,,Strong Petrochemical Holdings Limited,,9085,0
,,0853.HK,MicroPort Scientific Corporation,HKD,HKSE,Medical Devices,"MicroPort Scientific Corporation, an investment holding company, manufactures and markets medical devices in the People's Republic of China, North America, Europe, other Asian countries, South America, and internationally. The company operates through eight segments: Cardiovascular Devices, Orthopedics Devices, Cardiac Rhythm Management (CRM) Business, Endovascular Devices, Neurovascular Devices, Surgical Devices, Heart Valve Business, and Surgical Robot Business. The Cardiovascular Devices segment provides coronary stents and related delivery systems; and balloon catheters and accessories. The Orthopedics Devices segment offers reconstructive joints, spine and trauma, and other professional implants and equipment. The CRM segment develops, manufactures, and markets defibrillators, cardiac resynchronization therapy devices, and pacemakers for the diagnosis, treatment, and management of heart rhythm disorders and heart failure. The Endovascular Devices segment provides products and services for the interventional treatment of thoracic and abdominal aortic aneurysm, peripheral vascular diseases, aortic dissection, and other endovascular related diseases. The Neurovascular Devices segment provides products and services for neurovascular diseases, such as cerebral aneurysms, intracranial atherosclerotic diseases, carotid artery diseases, and other neurovasculature related diseases. The Surgical Devices segment researches and develops, manufactures, and sells surgical devices. The Heart Valve Business segment engages in the research and development, manufacture, and sale of VitaFlow Transcatheter aortic valve and delivery system for the treatment of valvular heart diseases. The Surgical Robot Business segment provides research and technology integration in the fields of robot, intelligent control, and information to provide medical products. The company has co-development agreement with Siemens Healthineers to develop Chinese-made digital subtraction angiography systems. MicroPort Scientific Corporation was founded in 1998 and is headquartered in Shanghai, the People's Republic of China.",Healthcare,CN,,MicroPort Scientific Corporation,,,,57.0,103000000000.0,MicroPort Scientific Corporation,HKD,MicroPort Scientific Corporation,MicroPort Scientific Corporation,,MicroPort Scientific Corporation,0853.hk,,,MicroPort Scientific Corporation,,9086,0
,,0854.HK,Willas-Array Electronics (Holdings) Limited,HKD,HKSE,Electronics & Computer Distribution,"Willas-Array Electronics (Holdings) Limited, an investment holding company, distributes electronic components for industrial, audio and video, telecommunication, home appliances, lighting, electronic manufacturing, and automotive segments. The company distributes automotive, infotainment, internet of things, motor control, SMPS, smart LED products, etc. It also provides technical solutions, including wireless module, automotive, motor control, smart meter, white goods, power/LED lighting, and audio solutions. In addition, the company engages in the property holding activities; and provision of transportation, and management and consultancy services. The company operates in the Northern China Region, Southern China Region, and Taiwan. Willas-Array Electronics (Holdings) Limited was founded in 1981 and is headquartered in Kwai Chung, Hong Kong.",Technology,HK,,Willas-Array Electronics (Holdings) Limited,,,,3.1,296607040.0,Willas-Array Electronics (Holdings) Limited,HKD,Willas-Array Electronics (Holdings) Limited,Willas-Array Electronics (Holdings) Limited,,Willas-Array Electronics (Holdings) Limited,0854.hk,,,Willas-Array Electronics (Holdings) Limited,,9087,0
,,0855.HK,China Water Affairs Group Limited,HKD,HKSE,Utilitiesâ€”Regulated Water,"China Water Affairs Group Limited, an investment holding company, engages in the water supply, sewage treatment, and property businesses in the People's Republic of China. It operates through City Water Supply Operation and Construction, Environmental Protection, and Property Development and Investment segments. The City Water Supply Operation and Construction segment is involved in the provision of water supply operation and construction services. The Environmental Protection segment engages in the sewage treatment and drainage operation and construction, solid waste and hazardous waste, environmental sanitation, and water environment management businesses. The Property Development and Investment segment develops properties for sale and invests in properties. It is also involved in the development and infrastructure of sightseeing area; provision of water environmental renovation infrastructure; and investment, construction, and operation of water conservation and hydropower related projects, as well as energy conservation and environmental protection and hotel operations. The company was formerly known as China Silver Dragon Group Limited and changed its name to China Water Affairs Group Limited in December 2004. China Water Affairs Group Limited is headquartered in Wan Chai, Hong Kong.",Utilities,HK,,China Water Affairs Group Limited,,,,6.1,9667889200.0,China Water Affairs Group Limited,HKD,China Water Affairs Group Limited,China Water Affairs Group Limited,,China Water Affairs Group Limited,0855.hk,,,China Water Affairs Group Limited,,9088,0
,,0856.HK,VSTECS Holdings Limited,HKD,HKSE,Electronics & Computer Distribution,"VSTECS Holdings Limited, an investment holding company, distributes information, communication, and technology products and services in North Asia and South East Asia. It operates through Components Products, Mobility Digital Devices, Cloud and Big Data Analytics, and Network and Data Security segments. The Components Products segment provides information technology (IT) component products, such as CPUs and hard disks; and supply chain solutions for the original equipment manufacturers. The Mobility Digital Devices segment offers IT finished products, including computers, mobile phones, drones, smart sports watches, 3D printer, game consoles, etc. The Cloud and Big Data Analytics segment provides enterprise system tools, such as middleware, operating systems, Unix/NT servers, databases, and storage for IT infrastructure; and IT infrastructure design and implementation, training, maintenance, and support services. The Network and Data Security segment offers network security hardware and software for big data and cloud computing. The company is also involved in the retail of IT products, equipment, and accessories; import and export of IT products; and provision of electronic settlement business center, and project investment and marketing research services. It serves individuals, small and medium enterprises, large corporations, and government entities through a distribution network of resellers comprising retailers, system integrators, and corporate dealers. The company was formerly known as VST Holdings Limited and changed its name to VSTECS Holdings Limited in June 2017. VSTECS Holdings Limited was founded in 1991 and is headquartered in Central, Hong Kong.",Technology,HK,,VSTECS Holdings Limited,,,,8.6,12514462700.0,VSTECS Holdings Limited,HKD,VSTECS Holdings Limited,VSTECS Holdings Limited,,VSTECS Holdings Limited,0856.hk,,,VSTECS Holdings Limited,,9089,0
,,0857.HK,PetroChina Company Limited,HKD,HKSE,Oil & Gas Integrated,"PetroChina Company Limited, together with its subsidiaries, engages in a range of petroleum related products, services, and activities in Mainland China and internationally. It operates through Exploration and Production, Refining and Chemicals, Marketing, and Natural Gas and Pipeline segments. The company's Exploration and Production segment engages in the exploration, development, production, and marketing of crude oil and natural gas. Its Refining and Chemicals segment refines crude oil and petroleum products; and produces and markets primary petrochemical products, derivative petrochemical products, and other chemical products. The company's Marketing segment is involved in marketing of refined products and trading business. Its Natural Gas and Pipeline segment engages in the transmission of natural gas, crude oil, and refined products; and sale of natural gas. As of December 31, 2019, the company had a total length of 87,144 km, including 53,291 km of natural gas pipelines, 20,091 km of crude oil pipelines, and 13,762 km of refined product pipelines. The company is also involved in the exploration, development, and production of oil sands and coalbed methane; trading of crude oil and petrochemical products; storage, chemical engineering, storage facilities, service station, and transportation facilities and related businesses; import and export of goods and technology; and import and export agency business, as well as provision of technology promotion, professional contractor, and main contractor services; and production and sales of basic and derivative chemical, and other chemical products. The company was founded in 1999 and is headquartered in Beijing, the People's Republic of China. PetroChina Company Limited is a subsidiary of China National Petroleum Corporation.",Energy,CN,,PetroChina Company Limited,,,,2.43,868000000000.0,PetroChina Company Limited,HKD,PetroChina Company Limited,PetroChina Company Limited,,PetroChina Company Limited,0857.hk,,,PetroChina Company Limited,,9090,0
,,0858.HK,Extrawell Pharmaceutical Holdings Limited,HKD,HKSE,Drug Manufacturers,"Extrawell Pharmaceutical Holdings Limited, an investment holding company, develops, manufactures, and sells pharmaceutical products in the People's Republic of China. It operates through Manufacturing, Trading, and Gene Development segments. The company offers transfer factor oral solution, a dual immune regulator for the treatment of diseases caused by virus infection and weak cellular immune system; and Wisk for the treatment of II-III degree of radio-injury of skin, normal common burn, actinic dermatitis, various infectious ulcers, and oral ulcers, as well as for trauma and post operation wound healing. It also provides ZhouBang, a thromboxane synthetase inhibitor to prevent the coagulation of platelets and facilitate relaxation of blood vessels. In addition, the company is involved in the marketing and distribution of imported pharmaceutical products, including GM-1 to treat lesions of central nervous system caused due to vascular or traumatic events, and Parkinson's disease; Millibar for the treatment of high blood pressure; and Skin-Cap for use in the treatment of psoriasis, dandruff, dermatitis, atopic dermatitis, eczema, and tinea. Further, it engages in the commercial exploitation and development of genome-related technology; provision of agency services; property investment business; and holds gene invention rights. The company is headquartered in Quarry Bay, Hong Kong.",Healthcare,HK,,Extrawell Pharmaceutical Holdings Limited,,,,0.168,401520032.0,Extrawell Pharmaceutical Holdings Limited,HKD,Extrawell Pharmaceutical Holdings Limited,Extrawell Pharmaceutical Holdings Limited,,Extrawell Pharmaceutical Holdings Limited,0858.hk,,,Extrawell Pharmaceutical Holdings Limited,,9091,0
,,0859.HK,Zhongchang International Holdings Group Limited,HKD,HKSE,Real Estate Services,"Zhongchang International Holdings Group Limited, an investment holding company, engages in property leasing and development activities in Hong Kong and the People's Republic of China. The company operates through Property Investment, Property Development, and Property Project Management Services segments. The company is also involved in the investment, development, and construction of ocean engineering and real estates; investment and development of tourism project; provision of real estate agent services; consultation of information services; and property management activities. In addition, it engages in construction works; and provision of real estate intermediate services. Further, the company provides family services. The company was formerly known as Henry Group Holdings Limited and changed its name to Zhongchang International Holdings Group Limited in May 2018. Zhongchang International Holdings Group Limited was incorporated in 1999 and is headquartered in Causeway Bay, Hong Kong.",Real Estate,HK,,Zhongchang International Holdings Group Limited,,,,0.375,421886272.0,Zhongchang International Holdings Group Limited,HKD,Zhongchang International Holdings Group Limited,Zhongchang International Holdings Group Limited,,Zhongchang International Holdings Group Limited,0859.hk,,,Zhongchang International Holdings Group Limited,,9092,0
,,0860.HK,Apollo Future Mobility Group Limited,HKD,HKSE,Auto Manufacturers,"Apollo Future Mobility Group Limited, an investment holding company, engages in the trading, retail, and wholesale of jewelry products and watches in Mainland China, Hong Kong, and internationally. It also designs, develops, manufactures, sells, and distributes high performance hypercars and related components; provides mobility technology solutions, and engineering and loan financing services; and engages in the property investment business. The company was formerly known as WE Solutions Limited and changed its name to Apollo Future Mobility Group Limited in May 2020. Apollo Future Mobility Group Limited was incorporated in 2002 and is headquartered in Tai Po, Hong Kong.",Consumer Cyclical,HK,,Apollo Future Mobility Group Limited,,,,0.66,5268641800.0,Apollo Future Mobility Group Limited,HKD,Apollo Future Mobility Group Limited,Apollo Future Mobility Group Limited,,Apollo Future Mobility Group Limited,0860.hk,,,Apollo Future Mobility Group Limited,,9093,0
,,0861.HK,Digital China Holdings Limited,HKD,HKSE,Information Technology Services,"Digital China Holdings Limited, an investment holding company, provides information technology (IT) services primarily in Mainland China. The company operates through four segments: DCITS, Smart Industry Chain Business, Sm@rt City Business, and Other Business. The DCITS segment provides system development, maintenance, industry cloud, and infrastructure development services for the banking industry; and technical, application software development, and industry cloud construction and operation services for government, enterprises, and agriculture clients. The Smart Industry Chain Business segment offers logistics and e-commerce supply chain services. The Sm@rt City Business segment builds an urban-level big data platform for the city to solve medical, transportation, energy supply, and social security issues. The Other Business engages in the investment and sale of properties; financial licensing; integration of resources of financial institutions, such as banking, insurance, securities, and trusts; provision of financial services, such as micro-credit loan, leasing, factoring, etc. to internal and external customers; assets operations; and incubation and strategic investments. It also engages in data integration and management software sales businesses; development and construction of science and technology park; provision of systems integration and network optimization services; and sale of financial specialized equipment and surveying service software. Digital China Holdings Limited was founded in 2000 and is headquartered in Wanchai, Hong Kong.",Technology,HK,,Digital China Holdings Limited,,,,6.26,10463027200.0,Digital China Holdings Limited,HKD,Digital China Holdings Limited,Digital China Holdings Limited,,Digital China Holdings Limited,0861.hk,,,Digital China Holdings Limited,,9094,0
,,0862.HK,Vision Values Holdings Limited,HKD,HKSE,Conglomerates,"Vision Values Holdings Limited, an investment holding company, engages in the provision of network solutions and project services in Hong Kong, Mainland China, and Mongolia. The company operates through Network Solutions and Project Services, Property Investment, Yacht Building, and Private Jet Management Services segments. It is also involved in the property investment and yacht building businesses; and provision of private jet, property, and other management services, as well as exploration of mineral properties. The company was formerly known as New World Mobile Holdings Limited and changed its name to Vision Values Holdings Limited in December 2009. Vision Values Holdings Limited was incorporated in 1998 and is based in Kowloon Bay, Hong Kong.",Industrials,HK,,Vision Values Holdings Limited,,,,0.27,1059531330.0,Vision Values Holdings Limited,HKD,Vision Values Holdings Limited,Vision Values Holdings Limited,,Vision Values Holdings Limited,0862.hk,,,Vision Values Holdings Limited,,9095,0
,,0863.HK,BC Technology Group Limited,HKD,HKSE,Advertising Agencies,"BC Technology Group Limited, an investment holding company, provides marketing communications and technology solutions in the People's Republic of China. It operates through Traditional Advertising, Business Park Area Management, and Digital Assets and Blockchain Platform Business segments. The Traditional Advertising segment offers traditional advertising, public relation, and event marketing services. The Business Park Area Management segment provides operation and management services in business park area. The Digital Assets and Blockchain Platform Business segment is involved in the trading of digital assets in the over-the-counter market; provision of automated digital assets trading services through its proprietary platforms and licensing of its proprietary platforms; technology solutions as software-as-a-service; and others related businesses. The company was formerly known as Branding China Group Limited and changed its name to BC Technology Group Limited in June 2019. BC Technology Group Limited was founded in 2003 and is based in Causeway Bay, Hong Kong. BC Technology Group Limited operates as a subsidiary of East Harvest Global Limited.",Communication Services,HK,,BC Technology Group Limited,,,,17.56,6720106500.0,BC Technology Group Limited,HKD,BC Technology Group Limited,BC Technology Group Limited,,BC Technology Group Limited,0863.hk,,,BC Technology Group Limited,,9097,0
,,0864.HK,Wing Lee Property Investments Limited,HKD,HKSE,Real Estate Services,"Wing Lee Property Investments Limited, an investment holding company, engages in property investment business. The company leases commercial, residential, and industrial properties. As of December 31, 2019, it had an investment property portfolio of 38 properties located in Hong Kong; and one property located in the People's Republic of China. The company was formerly known as Wing Lee Properties Limited and changed its name to Wing Lee Property Investments Limited in August 2012. Wing Lee Property Investments Limited was incorporated in 2012 and is headquartered in Kwun Tong, Hong Kong. Wing Lee Property Investments Limited is a subsidiary of Bright Asia Holdings Limited.",Real Estate,HK,,Wing Lee Property Investments Limited,,,,0.46,177640960.0,Wing Lee Property Investments Limited,HKD,Wing Lee Property Investments Limited,Wing Lee Property Investments Limited,,Wing Lee Property Investments Limited,0864.hk,,,Wing Lee Property Investments Limited,,9098,0
,,0865.HK,Jiande International Holdings Limited,HKD,HKSE,Real Estate,"Jiande International Holdings Limited, an investment holding company, engages in the development and sale of properties in the People's Republic of China. It also provides building management services. The company is headquartered in North Point, Hong Kong.",Real Estate,HK,,Jiande International Holdings Limited,,,,0.09,525419104.0,Jiande International Holdings Limited,HKD,Jiande International Holdings Limited,Jiande International Holdings Limited,,Jiande International Holdings Limited,0865.hk,,,Jiande International Holdings Limited,,9099,0
,,0866.HK,China Qinfa Group Limited,HKD,HKSE,Thermal Coal,"China Qinfa Group Limited, an investment holding company, engages in the mining, purchase and sale, filtering, storage, blending, shipping, and transportation of coal in the People's Republic of China. The company operates through Coal Business and Shipping Transportation segments. As of December 31, 2019, the company owned and operated five coal mines. It is also involved in goods transportation and logistics, and charter hire activities. The company was founded in 1996 and is based in Wan Chai, Hong Kong.",Energy,HK,,China Qinfa Group Limited,,,,0.146,364037856.0,China Qinfa Group Limited,HKD,China Qinfa Group Limited,China Qinfa Group Limited,,China Qinfa Group Limited,0866.hk,,,China Qinfa Group Limited,,9100,0
