,symbol,historical
980,0001.HK,"{'date': '2017-02-23', 'open': 92.550003, 'high': 92.849998, 'low': 92.199997, 'close': 92.5, 'adjClose': 79.155319, 'volume': 6605769.0, 'unadjustedVolume': 6605769.0, 'change': -0.05, 'changePercent': -0.054, 'vwap': 92.51666, 'label': 'February 23, 17', 'changeOverTime': -0.00054}"
981,0001.HK,"{'date': '2017-02-22', 'open': 93.599998, 'high': 93.599998, 'low': 92.699997, 'close': 93.25, 'adjClose': 79.797112, 'volume': 3829077.0, 'unadjustedVolume': 3829077.0, 'change': -0.35, 'changePercent': -0.374, 'vwap': 93.18333, 'label': 'February 22, 17', 'changeOverTime': -0.00374}"
982,0001.HK,"{'date': '2017-02-21', 'open': 92.550003, 'high': 93.650002, 'low': 92.5, 'close': 93.099998, 'adjClose': 79.668739, 'volume': 4362345.0, 'unadjustedVolume': 4362345.0, 'change': 0.54999, 'changePercent': 0.594, 'vwap': 93.08333, 'label': 'February 21, 17', 'changeOverTime': 0.00594}"
983,0001.HK,"{'date': '2017-02-20', 'open': 93.0, 'high': 93.5, 'low': 92.300003, 'close': 92.800003, 'adjClose': 79.412041, 'volume': 4018618.0, 'unadjustedVolume': 4018618.0, 'change': -0.2, 'changePercent': -0.215, 'vwap': 92.86667, 'label': 'February 20, 17', 'changeOverTime': -0.00215}"
984,0001.HK,"{'date': '2017-02-17', 'open': 92.599998, 'high': 93.650002, 'low': 92.599998, 'close': 93.300003, 'adjClose': 79.839897, 'volume': 4008662.0, 'unadjustedVolume': 4008662.0, 'change': 0.70001, 'changePercent': 0.756, 'vwap': 93.18333, 'label': 'February 17, 17', 'changeOverTime': 0.00756}"
985,0001.HK,"{'date': '2017-02-16', 'open': 93.5, 'high': 93.75, 'low': 92.599998, 'close': 92.800003, 'adjClose': 79.412041, 'volume': 5012333.0, 'unadjustedVolume': 5012333.0, 'change': -0.7, 'changePercent': -0.749, 'vwap': 93.05, 'label': 'February 16, 17', 'changeOverTime': -0.00749}"
986,0001.HK,"{'date': '2017-02-15', 'open': 93.400002, 'high': 94.150002, 'low': 93.0, 'close': 93.099998, 'adjClose': 79.668739, 'volume': 8199546.0, 'unadjustedVolume': 8199546.0, 'change': -0.3, 'changePercent': -0.321, 'vwap': 93.41667, 'label': 'February 15, 17', 'changeOverTime': -0.00321}"
987,0001.HK,"{'date': '2017-02-14', 'open': 92.0, 'high': 93.349998, 'low': 91.800003, 'close': 93.150002, 'adjClose': 79.711533, 'volume': 7355401.0, 'unadjustedVolume': 7355401.0, 'change': 1.15, 'changePercent': 1.25, 'vwap': 92.76667, 'label': 'February 14, 17', 'changeOverTime': 0.0125}"
988,0001.HK,"{'date': '2017-02-13', 'open': 91.599998, 'high': 92.25, 'low': 91.599998, 'close': 91.699997, 'adjClose': 78.470726, 'volume': 4046440.0, 'unadjustedVolume': 4046440.0, 'change': 0.1, 'changePercent': 0.109, 'vwap': 91.85, 'label': 'February 13, 17', 'changeOverTime': 0.00109}"
989,0001.HK,"{'date': '2017-02-10', 'open': 91.900002, 'high': 92.349998, 'low': 91.349998, 'close': 91.5, 'adjClose': 78.299591, 'volume': 5985899.0, 'unadjustedVolume': 5985899.0, 'change': -0.4, 'changePercent': -0.435, 'vwap': 91.73333, 'label': 'February 10, 17', 'changeOverTime': -0.00435}"
990,0001.HK,"{'date': '2017-02-09', 'open': 91.400002, 'high': 92.050003, 'low': 91.099998, 'close': 91.199997, 'adjClose': 78.042862, 'volume': 5180407.0, 'unadjustedVolume': 5180407.0, 'change': -0.20001, 'changePercent': -0.219, 'vwap': 91.45, 'label': 'February 09, 17', 'changeOverTime': -0.00219}"
991,0001.HK,"{'date': '2017-02-08', 'open': 91.099998, 'high': 91.349998, 'low': 90.650002, 'close': 91.349998, 'adjClose': 78.171227, 'volume': 5993686.0, 'unadjustedVolume': 5993686.0, 'change': 0.25, 'changePercent': 0.274, 'vwap': 91.11667, 'label': 'February 08, 17', 'changeOverTime': 0.00274}"
992,0001.HK,"{'date': '2017-02-07', 'open': 91.699997, 'high': 92.099998, 'low': 91.449997, 'close': 91.599998, 'adjClose': 78.385155, 'volume': 4830763.0, 'unadjustedVolume': 4830763.0, 'change': -0.1, 'changePercent': -0.109, 'vwap': 91.71666, 'label': 'February 07, 17', 'changeOverTime': -0.00109}"
993,0001.HK,"{'date': '2017-02-06', 'open': 91.900002, 'high': 92.050003, 'low': 91.349998, 'close': 91.650002, 'adjClose': 78.427933, 'volume': 3064487.0, 'unadjustedVolume': 3064487.0, 'change': -0.25, 'changePercent': -0.272, 'vwap': 91.68333, 'label': 'February 06, 17', 'changeOverTime': -0.00272}"
994,0001.HK,"{'date': '2017-02-03', 'open': 92.699997, 'high': 92.699997, 'low': 91.550003, 'close': 91.75, 'adjClose': 78.513512, 'volume': 2770172.0, 'unadjustedVolume': 2770172.0, 'change': -0.95, 'changePercent': -1.025, 'vwap': 92.0, 'label': 'February 03, 17', 'changeOverTime': -0.01025}"
995,0001.HK,"{'date': '2017-02-02', 'open': 92.949997, 'high': 92.949997, 'low': 91.800003, 'close': 92.0, 'adjClose': 78.727448, 'volume': 2201171.0, 'unadjustedVolume': 2201171.0, 'change': -0.95, 'changePercent': -1.022, 'vwap': 92.25, 'label': 'February 02, 17', 'changeOverTime': -0.01022}"
996,0001.HK,"{'date': '2017-02-01', 'open': 91.599998, 'high': 92.400002, 'low': 91.400002, 'close': 92.199997, 'adjClose': 78.89859, 'volume': 5525317.0, 'unadjustedVolume': 5525317.0, 'change': 0.6, 'changePercent': 0.655, 'vwap': 92.0, 'label': 'February 01, 17', 'changeOverTime': 0.00655}"
997,0001.HK,"{'date': '2017-01-27', 'open': 92.0, 'high': 93.75, 'low': 92.0, 'close': 93.449997, 'adjClose': 79.968246, 'volume': 2659956.0, 'unadjustedVolume': 2659956.0, 'change': 1.45, 'changePercent': 1.576, 'vwap': 93.06667, 'label': 'January 27, 17', 'changeOverTime': 0.01576}"
998,0001.HK,"{'date': '2017-01-26', 'open': 91.550003, 'high': 92.5, 'low': 91.550003, 'close': 92.300003, 'adjClose': 78.984169, 'volume': 2734233.0, 'unadjustedVolume': 2734233.0, 'change': 0.75, 'changePercent': 0.819, 'vwap': 92.11667, 'label': 'January 26, 17', 'changeOverTime': 0.00819}"
999,0001.HK,"{'date': '2017-01-25', 'open': 91.599998, 'high': 92.199997, 'low': 91.300003, 'close': 91.650002, 'adjClose': 78.427933, 'volume': 3615838.0, 'unadjustedVolume': 3615838.0, 'change': 0.05, 'changePercent': 0.055, 'vwap': 91.71667, 'label': 'January 25, 17', 'changeOverTime': 0.00055}"
1000,0001.HK,"{'date': '2017-01-24', 'open': 92.0, 'high': 92.300003, 'low': 91.300003, 'close': 92.300003, 'adjClose': 78.984169, 'volume': 4117446.0, 'unadjustedVolume': 4117446.0, 'change': 0.3, 'changePercent': 0.326, 'vwap': 91.96667, 'label': 'January 24, 17', 'changeOverTime': 0.00326}"
1001,0001.HK,"{'date': '2017-01-23', 'open': 92.5, 'high': 92.800003, 'low': 91.400002, 'close': 91.400002, 'adjClose': 78.21402, 'volume': 5110424.0, 'unadjustedVolume': 5110424.0, 'change': -1.1, 'changePercent': -1.189, 'vwap': 91.86667, 'label': 'January 23, 17', 'changeOverTime': -0.01189}"
1002,0001.HK,"{'date': '2017-01-20', 'open': 92.0, 'high': 92.099998, 'low': 91.300003, 'close': 91.699997, 'adjClose': 78.470726, 'volume': 4861340.0, 'unadjustedVolume': 4861340.0, 'change': -0.3, 'changePercent': -0.326, 'vwap': 91.7, 'label': 'January 20, 17', 'changeOverTime': -0.00326}"
1003,0001.HK,"{'date': '2017-01-19', 'open': 91.75, 'high': 91.75, 'low': 90.550003, 'close': 91.199997, 'adjClose': 78.042862, 'volume': 3491208.0, 'unadjustedVolume': 3491208.0, 'change': -0.55, 'changePercent': -0.599, 'vwap': 91.16667, 'label': 'January 19, 17', 'changeOverTime': -0.00599}"
1004,0001.HK,"{'date': '2017-01-18', 'open': 90.800003, 'high': 92.0, 'low': 90.800003, 'close': 91.699997, 'adjClose': 78.470726, 'volume': 6714649.0, 'unadjustedVolume': 6714649.0, 'change': 0.89999, 'changePercent': 0.991, 'vwap': 91.5, 'label': 'January 18, 17', 'changeOverTime': 0.00991}"
1005,0001.HK,"{'date': '2017-01-17', 'open': 90.599998, 'high': 90.599998, 'low': 89.400002, 'close': 90.400002, 'adjClose': 77.358269, 'volume': 3400955.0, 'unadjustedVolume': 3400955.0, 'change': -0.2, 'changePercent': -0.221, 'vwap': 90.13333, 'label': 'January 17, 17', 'changeOverTime': -0.00221}"
1006,0001.HK,"{'date': '2017-01-16', 'open': 91.699997, 'high': 91.699997, 'low': 90.0, 'close': 90.599998, 'adjClose': 77.529419, 'volume': 3958313.0, 'unadjustedVolume': 3958313.0, 'change': -1.1, 'changePercent': -1.2, 'vwap': 90.76666, 'label': 'January 16, 17', 'changeOverTime': -0.012}"
1007,0001.HK,"{'date': '2017-01-13', 'open': 91.5, 'high': 92.150002, 'low': 91.199997, 'close': 92.050003, 'adjClose': 78.770233, 'volume': 4235011.0, 'unadjustedVolume': 4235011.0, 'change': 0.55, 'changePercent': 0.601, 'vwap': 91.8, 'label': 'January 13, 17', 'changeOverTime': 0.00601}"
1008,0001.HK,"{'date': '2017-01-12', 'open': 92.400002, 'high': 92.400002, 'low': 91.300003, 'close': 91.599998, 'adjClose': 78.385155, 'volume': 4247629.0, 'unadjustedVolume': 4247629.0, 'change': -0.8, 'changePercent': -0.866, 'vwap': 91.76667, 'label': 'January 12, 17', 'changeOverTime': -0.00866}"
1009,0001.HK,"{'date': '2017-01-11', 'open': 90.800003, 'high': 92.5, 'low': 90.599998, 'close': 92.25, 'adjClose': 78.941376, 'volume': 5943878.0, 'unadjustedVolume': 5943878.0, 'change': 1.45, 'changePercent': 1.597, 'vwap': 91.78333, 'label': 'January 11, 17', 'changeOverTime': 0.01597}"
1010,0001.HK,"{'date': '2017-01-10', 'open': 89.800003, 'high': 90.949997, 'low': 89.800003, 'close': 90.949997, 'adjClose': 77.828934, 'volume': 4893132.0, 'unadjustedVolume': 4893132.0, 'change': 1.14999, 'changePercent': 1.281, 'vwap': 90.56667, 'label': 'January 10, 17', 'changeOverTime': 0.01281}"
1011,0001.HK,"{'date': '2017-01-09', 'open': 91.0, 'high': 91.0, 'low': 89.699997, 'close': 90.0, 'adjClose': 77.015984, 'volume': 4810131.0, 'unadjustedVolume': 4810131.0, 'change': -1.0, 'changePercent': -1.099, 'vwap': 90.23333, 'label': 'January 09, 17', 'changeOverTime': -0.01099}"
1012,0001.HK,"{'date': '2017-01-06', 'open': 90.900002, 'high': 90.949997, 'low': 89.599998, 'close': 90.150002, 'adjClose': 77.144333, 'volume': 5549846.0, 'unadjustedVolume': 5549846.0, 'change': -0.75, 'changePercent': -0.825, 'vwap': 90.23333, 'label': 'January 06, 17', 'changeOverTime': -0.00825}"
1013,0001.HK,"{'date': '2017-01-05', 'open': 91.25, 'high': 91.25, 'low': 90.050003, 'close': 90.699997, 'adjClose': 77.61499, 'volume': 3496704.0, 'unadjustedVolume': 3496704.0, 'change': -0.55, 'changePercent': -0.603, 'vwap': 90.66667, 'label': 'January 05, 17', 'changeOverTime': -0.00603}"
1014,0001.HK,"{'date': '2017-01-04', 'open': 90.949997, 'high': 91.050003, 'low': 89.349998, 'close': 90.150002, 'adjClose': 77.144333, 'volume': 3966484.0, 'unadjustedVolume': 3966484.0, 'change': -0.79999, 'changePercent': -0.88, 'vwap': 90.18333, 'label': 'January 04, 17', 'changeOverTime': -0.0088}"
1015,0001.HK,"{'date': '2017-01-03', 'open': 88.849998, 'high': 90.800003, 'low': 88.0, 'close': 90.800003, 'adjClose': 77.700569, 'volume': 5620699.0, 'unadjustedVolume': 5620699.0, 'change': 1.95001, 'changePercent': 2.195, 'vwap': 89.86667, 'label': 'January 03, 17', 'changeOverTime': 0.02195}"
1016,0001.HK,"{'date': '2016-12-30', 'open': 87.0, 'high': 88.449997, 'low': 87.0, 'close': 87.900002, 'adjClose': 75.218941, 'volume': 5452430.0, 'unadjustedVolume': 5452430.0, 'change': 0.9, 'changePercent': 1.034, 'vwap': 87.78333, 'label': 'December 30, 16', 'changeOverTime': 0.01034}"
1017,0001.HK,"{'date': '2016-12-29', 'open': 88.0, 'high': 88.300003, 'low': 87.349998, 'close': 87.900002, 'adjClose': 75.218941, 'volume': 6454700.0, 'unadjustedVolume': 6454700.0, 'change': -0.1, 'changePercent': -0.114, 'vwap': 87.85, 'label': 'December 29, 16', 'changeOverTime': -0.00114}"
1018,0001.HK,"{'date': '2016-12-28', 'open': 88.5, 'high': 89.0, 'low': 87.699997, 'close': 88.099998, 'adjClose': 75.390091, 'volume': 8645808.0, 'unadjustedVolume': 8645808.0, 'change': -0.4, 'changePercent': -0.452, 'vwap': 88.26666, 'label': 'December 28, 16', 'changeOverTime': -0.00452}"
1019,0001.HK,"{'date': '2016-12-23', 'open': 88.0, 'high': 88.599998, 'low': 87.900002, 'close': 88.099998, 'adjClose': 75.390091, 'volume': 4194707.0, 'unadjustedVolume': 4194707.0, 'change': 0.1, 'changePercent': 0.114, 'vwap': 88.2, 'label': 'December 23, 16', 'changeOverTime': 0.00114}"
1020,0001.HK,"{'date': '2016-12-22', 'open': 88.849998, 'high': 89.599998, 'low': 88.349998, 'close': 88.75, 'adjClose': 75.94632, 'volume': 9158672.0, 'unadjustedVolume': 9158672.0, 'change': -0.1, 'changePercent': -0.113, 'vwap': 88.9, 'label': 'December 22, 16', 'changeOverTime': -0.00113}"
1021,0001.HK,"{'date': '2016-12-21', 'open': 87.900002, 'high': 88.900002, 'low': 87.900002, 'close': 87.900002, 'adjClose': 75.218941, 'volume': 7829361.0, 'unadjustedVolume': 7829361.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 88.23334, 'label': 'December 21, 16', 'changeOverTime': 0.0}"
1022,0001.HK,"{'date': '2016-12-20', 'open': 89.0, 'high': 89.349998, 'low': 88.199997, 'close': 88.199997, 'adjClose': 75.475655, 'volume': 5303211.0, 'unadjustedVolume': 5303211.0, 'change': -0.8, 'changePercent': -0.899, 'vwap': 88.58333, 'label': 'December 20, 16', 'changeOverTime': -0.00899}"
1023,0001.HK,"{'date': '2016-12-19', 'open': 89.300003, 'high': 89.550003, 'low': 88.300003, 'close': 88.800003, 'adjClose': 75.989098, 'volume': 7731305.0, 'unadjustedVolume': 7731305.0, 'change': -0.5, 'changePercent': -0.56, 'vwap': 88.88334, 'label': 'December 19, 16', 'changeOverTime': -0.0056}"
1024,0001.HK,"{'date': '2016-12-16', 'open': 90.349998, 'high': 90.449997, 'low': 89.949997, 'close': 90.0, 'adjClose': 77.015984, 'volume': 8235323.0, 'unadjustedVolume': 8235323.0, 'change': -0.35, 'changePercent': -0.387, 'vwap': 90.13333, 'label': 'December 16, 16', 'changeOverTime': -0.00387}"
1025,0001.HK,"{'date': '2016-12-15', 'open': 90.599998, 'high': 91.099998, 'low': 90.150002, 'close': 90.25, 'adjClose': 77.229904, 'volume': 7659319.0, 'unadjustedVolume': 7659319.0, 'change': -0.35, 'changePercent': -0.386, 'vwap': 90.5, 'label': 'December 15, 16', 'changeOverTime': -0.00386}"
1026,0001.HK,"{'date': '2016-12-14', 'open': 91.25, 'high': 91.900002, 'low': 91.25, 'close': 91.349998, 'adjClose': 78.171227, 'volume': 3942131.0, 'unadjustedVolume': 3942131.0, 'change': 0.1, 'changePercent': 0.11, 'vwap': 91.5, 'label': 'December 14, 16', 'changeOverTime': 0.0011}"
1027,0001.HK,"{'date': '2016-12-13', 'open': 91.800003, 'high': 91.949997, 'low': 91.0, 'close': 91.25, 'adjClose': 78.085655, 'volume': 9773685.0, 'unadjustedVolume': 9773685.0, 'change': -0.55, 'changePercent': -0.599, 'vwap': 91.4, 'label': 'December 13, 16', 'changeOverTime': -0.00599}"
1028,0001.HK,"{'date': '2016-12-12', 'open': 93.25, 'high': 93.449997, 'low': 92.050003, 'close': 92.050003, 'adjClose': 78.770233, 'volume': 7249924.0, 'unadjustedVolume': 7249924.0, 'change': -1.2, 'changePercent': -1.287, 'vwap': 92.51667, 'label': 'December 12, 16', 'changeOverTime': -0.01287}"
1029,0001.HK,"{'date': '2016-12-09', 'open': 92.199997, 'high': 93.300003, 'low': 92.199997, 'close': 92.949997, 'adjClose': 79.540382, 'volume': 7071833.0, 'unadjustedVolume': 7071833.0, 'change': 0.75, 'changePercent': 0.813, 'vwap': 92.81667, 'label': 'December 09, 16', 'changeOverTime': 0.00813}"
1030,0001.HK,"{'date': '2016-12-08', 'open': 92.650002, 'high': 93.199997, 'low': 92.300003, 'close': 92.400002, 'adjClose': 79.069748, 'volume': 7752208.0, 'unadjustedVolume': 7752208.0, 'change': -0.25, 'changePercent': -0.27, 'vwap': 92.63333, 'label': 'December 08, 16', 'changeOverTime': -0.0027}"
1031,0001.HK,"{'date': '2016-12-07', 'open': 93.199997, 'high': 93.449997, 'low': 92.5, 'close': 92.599998, 'adjClose': 79.240883, 'volume': 6834433.0, 'unadjustedVolume': 6834433.0, 'change': -0.6, 'changePercent': -0.644, 'vwap': 92.85, 'label': 'December 07, 16', 'changeOverTime': -0.00644}"
1032,0001.HK,"{'date': '2016-12-06', 'open': 93.849998, 'high': 94.599998, 'low': 93.699997, 'close': 93.849998, 'adjClose': 80.310547, 'volume': 3922560.0, 'unadjustedVolume': 3922560.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 94.05, 'label': 'December 06, 16', 'changeOverTime': 0.0}"
1033,0001.HK,"{'date': '2016-12-05', 'open': 94.699997, 'high': 94.699997, 'low': 93.050003, 'close': 93.400002, 'adjClose': 79.925476, 'volume': 3825245.0, 'unadjustedVolume': 3825245.0, 'change': -1.29999, 'changePercent': -1.373, 'vwap': 93.71667, 'label': 'December 05, 16', 'changeOverTime': -0.01373}"
1034,0001.HK,"{'date': '2016-12-02', 'open': 94.0, 'high': 94.699997, 'low': 93.800003, 'close': 93.800003, 'adjClose': 80.267769, 'volume': 3617300.0, 'unadjustedVolume': 3617300.0, 'change': -0.2, 'changePercent': -0.213, 'vwap': 94.1, 'label': 'December 02, 16', 'changeOverTime': -0.00213}"
1035,0001.HK,"{'date': '2016-12-01', 'open': 94.5, 'high': 95.349998, 'low': 94.5, 'close': 94.699997, 'adjClose': 81.037926, 'volume': 3638853.0, 'unadjustedVolume': 3638853.0, 'change': 0.2, 'changePercent': 0.212, 'vwap': 94.85, 'label': 'December 01, 16', 'changeOverTime': 0.00212}"
1036,0001.HK,"{'date': '2016-11-30', 'open': 94.0, 'high': 94.5, 'low': 93.75, 'close': 94.5, 'adjClose': 80.866776, 'volume': 4838414.0, 'unadjustedVolume': 4838414.0, 'change': 0.5, 'changePercent': 0.532, 'vwap': 94.25, 'label': 'November 30, 16', 'changeOverTime': 0.00532}"
1037,0001.HK,"{'date': '2016-11-29', 'open': 94.150002, 'high': 94.550003, 'low': 93.900002, 'close': 94.400002, 'adjClose': 80.781204, 'volume': 3672378.0, 'unadjustedVolume': 3672378.0, 'change': 0.25, 'changePercent': 0.266, 'vwap': 94.28334, 'label': 'November 29, 16', 'changeOverTime': 0.00266}"
1038,0001.HK,"{'date': '2016-11-28', 'open': 94.550003, 'high': 95.199997, 'low': 94.099998, 'close': 94.599998, 'adjClose': 80.952354, 'volume': 5909727.0, 'unadjustedVolume': 5909727.0, 'change': 0.04999, 'changePercent': 0.053, 'vwap': 94.63333, 'label': 'November 28, 16', 'changeOverTime': 0.00053}"
1039,0001.HK,"{'date': '2016-11-25', 'open': 95.050003, 'high': 95.550003, 'low': 94.599998, 'close': 95.099998, 'adjClose': 81.380219, 'volume': 3661207.0, 'unadjustedVolume': 3661207.0, 'change': 0.04999, 'changePercent': 0.053, 'vwap': 95.08333, 'label': 'November 25, 16', 'changeOverTime': 0.00053}"
1040,0001.HK,"{'date': '2016-11-24', 'open': 95.849998, 'high': 96.050003, 'low': 95.050003, 'close': 95.599998, 'adjClose': 81.80809, 'volume': 2756949.0, 'unadjustedVolume': 2756949.0, 'change': -0.25, 'changePercent': -0.261, 'vwap': 95.56667, 'label': 'November 24, 16', 'changeOverTime': -0.00261}"
1041,0001.HK,"{'date': '2016-11-23', 'open': 96.599998, 'high': 96.900002, 'low': 95.949997, 'close': 96.199997, 'adjClose': 82.32151, 'volume': 3678531.0, 'unadjustedVolume': 3678531.0, 'change': -0.4, 'changePercent': -0.414, 'vwap': 96.35, 'label': 'November 23, 16', 'changeOverTime': -0.00414}"
1042,0001.HK,"{'date': '2016-11-22', 'open': 96.300003, 'high': 96.800003, 'low': 95.650002, 'close': 96.5, 'adjClose': 82.578247, 'volume': 3567071.0, 'unadjustedVolume': 3567071.0, 'change': 0.2, 'changePercent': 0.208, 'vwap': 96.31667, 'label': 'November 22, 16', 'changeOverTime': 0.00208}"
1043,0001.HK,"{'date': '2016-11-21', 'open': 94.800003, 'high': 96.449997, 'low': 94.75, 'close': 95.75, 'adjClose': 81.93644, 'volume': 5057529.0, 'unadjustedVolume': 5057529.0, 'change': 0.95, 'changePercent': 1.002, 'vwap': 95.65, 'label': 'November 21, 16', 'changeOverTime': 0.01002}"
1044,0001.HK,"{'date': '2016-11-18', 'open': 94.5, 'high': 95.599998, 'low': 94.300003, 'close': 94.900002, 'adjClose': 81.209068, 'volume': 6587831.0, 'unadjustedVolume': 6587831.0, 'change': 0.4, 'changePercent': 0.423, 'vwap': 94.93333, 'label': 'November 18, 16', 'changeOverTime': 0.00423}"
1045,0001.HK,"{'date': '2016-11-17', 'open': 92.599998, 'high': 93.599998, 'low': 92.199997, 'close': 93.599998, 'adjClose': 80.096611, 'volume': 6460751.0, 'unadjustedVolume': 6460751.0, 'change': 1.0, 'changePercent': 1.08, 'vwap': 93.13333, 'label': 'November 17, 16', 'changeOverTime': 0.0108}"
1046,0001.HK,"{'date': '2016-11-16', 'open': 93.599998, 'high': 93.949997, 'low': 93.199997, 'close': 93.5, 'adjClose': 80.01104, 'volume': 3255910.0, 'unadjustedVolume': 3255910.0, 'change': -0.1, 'changePercent': -0.107, 'vwap': 93.55, 'label': 'November 16, 16', 'changeOverTime': -0.00107}"
1047,0001.HK,"{'date': '2016-11-15', 'open': 94.449997, 'high': 94.449997, 'low': 92.849998, 'close': 93.599998, 'adjClose': 80.096611, 'volume': 2404331.0, 'unadjustedVolume': 2404331.0, 'change': -0.85, 'changePercent': -0.9, 'vwap': 93.63333, 'label': 'November 15, 16', 'changeOverTime': -0.009}"
1048,0001.HK,"{'date': '2016-11-14', 'open': 93.0, 'high': 93.400002, 'low': 92.650002, 'close': 93.349998, 'adjClose': 79.882683, 'volume': 3527094.0, 'unadjustedVolume': 3527094.0, 'change': 0.35, 'changePercent': 0.376, 'vwap': 93.13333, 'label': 'November 14, 16', 'changeOverTime': 0.00376}"
