,date,open,high,low,close,adjClose,change,changePercent,label,changeOverTime,volume,unadjustedVolume,vwap
0,2020-10-19,1.57,1.62,1.57,1.61,0.047273,0.04,2.548,"October 19, 20",0.02548,1094200.0,1094200.0,1.6
0,2020-10-16,1.59,1.59,1.53,1.56,0.045805,-0.03,-1.887,"October 16, 20",-0.01887,8256400.0,8256400.0,1.56
0,2020-10-15,1.6,1.6,1.54,1.58,0.046392,-0.02,-1.25,"October 15, 20",-0.0125,13789200.0,13789200.0,1.57333
0,2020-10-14,1.61,1.635,1.54,1.54,0.045217,-0.07,-4.348,"October 14, 20",-0.04348,9050300.0,9050300.0,1.57167
0,2020-10-13,1.85,1.9,1.48,1.51,0.044337,-0.34,-18.378,"October 13, 20",-0.18378,7520200.0,7520200.0,1.63
0,2020-10-12,1.86,1.95,1.86,1.92,0.056375,0.06,3.226,"October 12, 20",0.03226,90400.0,90400.0,1.91
0,2020-10-09,1.8,1.85,1.8,1.85,0.05432,0.05,2.778,"October 09, 20",0.02778,109400.0,109400.0,1.83333
0,2020-10-08,1.8,1.8,1.775,1.79,0.052558,-0.01,-0.556,"October 08, 20",-0.00556,23900.0,23900.0,1.78833
0,2020-10-07,1.84,1.84,1.78,1.79,0.052558,-0.05,-2.717,"October 07, 20",-0.02717,31800.0,31800.0,1.80333
0,2020-10-06,1.775,1.8,1.76,1.77,0.051971,-0.005,-0.282,"October 06, 20",-0.00282,32300.0,32300.0,1.77667
0,2020-10-05,1.75,1.75,1.7,1.745,0.051237,-0.005,-0.286,"October 05, 20",-0.00286,265600.0,265600.0,1.73167
0,2020-10-02,1.75,1.75,1.74,1.75,0.051383,0.0,0.0,"October 02, 20",0.0,107200.0,107200.0,1.74667
0,2020-10-01,1.75,1.75,1.74,1.745,0.051237,-0.005,-0.286,"October 01, 20",-0.00286,56300.0,56300.0,1.745
0,2020-09-30,1.76,1.78,1.74,1.75,0.051383,-0.01,-0.568,"September 30, 20",-0.00568,316800.0,316800.0,1.75667
0,2020-09-29,1.75,1.8,1.75,1.77,0.051971,0.02,1.143,"September 29, 20",0.01143,83200.0,83200.0,1.77333
0,2020-09-28,1.79,1.8,1.78,1.78,0.052264,-0.01,-0.559,"September 28, 20",-0.00559,21400.0,21400.0,1.78667
0,2020-09-25,1.79,1.79,1.77,1.78,0.052264,-0.01,-0.559,"September 25, 20",-0.00559,13900.0,13900.0,1.78
0,2020-09-24,1.77,1.77,1.76,1.77,0.051971,0.0,0.0,"September 24, 20",0.0,18100.0,18100.0,1.76667
0,2020-09-23,1.8,1.8,1.77,1.77,0.051971,-0.03,-1.667,"September 23, 20",-0.01667,28300.0,28300.0,1.78
0,2020-09-22,1.79,1.85,1.77,1.81,0.053145,0.02,1.117,"September 22, 20",0.01117,154200.0,154200.0,1.81
0,2020-09-21,1.75,1.81,1.75,1.78,0.052264,0.03,1.714,"September 21, 20",0.01714,50300.0,50300.0,1.78
0,2020-09-18,1.79,1.8,1.77,1.77,0.051971,-0.02,-1.117,"September 18, 20",-0.01117,59000.0,59000.0,1.78
0,2020-09-17,1.78,1.79,1.78,1.79,0.052558,0.01,0.562,"September 17, 20",0.00562,15100.0,15100.0,1.78667
0,2020-09-16,1.8,1.8,1.78,1.78,0.052264,-0.02,-1.111,"September 16, 20",-0.01111,33600.0,33600.0,1.78667
0,2020-09-15,1.78,1.79,1.77,1.77,0.051971,-0.01,-0.562,"September 15, 20",-0.00562,21100.0,21100.0,1.77667
0,2020-09-14,1.79,1.79,1.75,1.75,0.051383,-0.04,-2.235,"September 14, 20",-0.02235,197200.0,197200.0,1.76333
0,2020-09-11,1.79,1.79,1.75,1.78,0.052264,-0.01,-0.559,"September 11, 20",-0.00559,61800.0,61800.0,1.77333
0,2020-09-10,1.785,1.8,1.76,1.76,0.051677,-0.025,-1.401,"September 10, 20",-0.01401,134800.0,134800.0,1.77333
0,2020-09-09,1.77,1.77,1.75,1.77,0.051971,0.0,0.0,"September 09, 20",0.0,55700.0,55700.0,1.76333
0,2020-09-08,1.8,1.8,1.77,1.78,0.052264,-0.02,-1.111,"September 08, 20",-0.01111,36300.0,36300.0,1.78333
0,2020-09-04,1.76,1.8,1.76,1.78,0.052264,0.02,1.136,"September 04, 20",0.01136,26700.0,26700.0,1.78
0,2020-09-03,1.78,1.82,1.775,1.8,0.052851,0.02,1.124,"September 03, 20",0.01124,114000.0,114000.0,1.79833
0,2020-09-02,1.8,1.81,1.77,1.8,0.052851,0.0,0.0,"September 02, 20",0.0,22500.0,22500.0,1.79333
0,2020-09-01,1.77,1.83,1.77,1.805,0.052998,0.035,1.977,"September 01, 20",0.01977,101300.0,101300.0,1.80167
0,2020-08-31,1.73,1.78,1.73,1.765,0.051824,0.035,2.023,"August 31, 20",0.02023,50900.0,50900.0,1.75833
0,2020-08-28,1.75,1.76,1.73,1.74,0.05109,-0.01,-0.571,"August 28, 20",-0.00571,51100.0,51100.0,1.74333
0,2020-08-27,1.73,1.77,1.71,1.76,0.051677,0.03,1.734,"August 27, 20",0.01734,44200.0,44200.0,1.74667
0,2020-08-26,1.76,1.77,1.71,1.73,0.050796,-0.03,-1.705,"August 26, 20",-0.01705,22700.0,22700.0,1.73667
0,2020-08-25,1.79,1.79,1.75,1.765,0.051824,-0.025,-1.397,"August 25, 20",-0.01397,115200.0,115200.0,1.76833
0,2020-08-24,1.56,1.85,1.56,1.8,0.052851,0.24,15.385,"August 24, 20",0.15385,241100.0,241100.0,1.73667
0,2020-08-21,1.58,1.59,1.56,1.56,0.045805,-0.02,-1.266,"August 21, 20",-0.01266,30800.0,30800.0,1.57
0,2020-08-20,1.59,1.59,1.56,1.57,0.046098,-0.02,-1.258,"August 20, 20",-0.01258,17100.0,17100.0,1.57333
0,2020-08-19,1.63,1.64,1.57,1.6,0.046979,-0.03,-1.84,"August 19, 20",-0.0184,26900.0,26900.0,1.60333
0,2020-08-18,1.7,1.7,1.56,1.58,0.046392,-0.12,-7.059,"August 18, 20",-0.07059,545400.0,545400.0,1.61333
0,2020-08-17,1.71,1.78,1.7,1.7,0.049915,-0.01,-0.585,"August 17, 20",-0.00585,7500.0,7500.0,1.72667
0,2020-08-14,1.7,1.79,1.7,1.71,0.050209,0.01,0.588,"August 14, 20",0.00588,4300.0,4300.0,1.73333
0,2020-08-13,1.73,1.86,1.7,1.735,0.050943,0.005,0.289,"August 13, 20",0.00289,9300.0,9300.0,1.765
0,2020-08-12,1.93,1.93,1.6,1.74,0.05109,-0.19,-9.845,"August 12, 20",-0.09845,581300.0,581300.0,1.75667
0,2020-08-11,1.91,1.94,1.91,1.91,0.056081,0.0,0.0,"August 11, 20",0.0,10900.0,10900.0,1.92
0,2020-08-10,1.89,1.92,1.83,1.91,0.056081,0.02,1.058,"August 10, 20",0.01058,22600.0,22600.0,1.88667
0,2020-08-07,1.93,1.93,1.87,1.89,0.055494,-0.04,-2.073,"August 07, 20",-0.02073,14200.0,14200.0,1.89667
0,2020-08-06,1.89,1.92,1.88,1.92,0.056375,0.03,1.587,"August 06, 20",0.01587,242200.0,242200.0,1.90667
0,2020-08-05,1.875,1.9,1.87,1.9,0.055788,0.025,1.333,"August 05, 20",0.01333,9200.0,9200.0,1.89
0,2020-08-04,1.91,1.92,1.86,1.9,0.055788,-0.01,-0.524,"August 04, 20",-0.00524,5300.0,5300.0,1.89333
0,2020-08-03,1.91,1.935,1.85,1.91,0.056081,0.0,0.0,"August 03, 20",0.0,24300.0,24300.0,1.89833
0,2020-07-31,1.86,1.91,1.85,1.91,0.056081,0.05,2.688,"July 31, 20",0.02688,42400.0,42400.0,1.89
0,2020-07-30,1.89,1.915,1.85,1.885,0.055347,-0.005,-0.265,"July 30, 20",-0.00265,8100.0,8100.0,1.88333
0,2020-07-29,1.97,1.97,1.9,1.9,0.055788,-0.07,-3.553,"July 29, 20",-0.03553,15600.0,15600.0,1.92333
0,2020-07-28,1.87,1.95,1.81,1.95,0.057256,0.08,4.278,"July 28, 20",0.04278,15000.0,15000.0,1.90333
0,2020-07-27,1.95,1.95,1.87,1.88,0.0552,-0.07,-3.59,"July 27, 20",-0.0359,11400.0,11400.0,1.9
0,2020-07-24,1.92,1.95,1.87,1.93,0.056669,0.01,0.521,"July 24, 20",0.00521,36100.0,36100.0,1.91667
0,2020-07-23,1.89,1.93,1.89,1.93,0.056669,0.04,2.116,"July 23, 20",0.02116,3700.0,3700.0,1.91667
0,2020-07-22,1.95,1.95,1.89,1.89,0.055494,-0.06,-3.077,"July 22, 20",-0.03077,8500.0,8500.0,1.91
0,2020-07-21,1.86,1.95,1.86,1.95,0.057256,0.09,4.839,"July 21, 20",0.04839,17500.0,17500.0,1.92
0,2020-07-20,1.87,1.88,1.83,1.86,0.054613,-0.01,-0.535,"July 20, 20",-0.00535,19900.0,19900.0,1.85667
0,2020-07-17,1.85,1.9,1.85,1.87,0.054907,0.02,1.081,"July 17, 20",0.01081,24300.0,24300.0,1.87333
0,2020-07-16,1.845,1.89,1.845,1.87,0.054907,0.025,1.355,"July 16, 20",0.01355,7200.0,7200.0,1.86833
0,2020-07-15,1.88,1.88,1.82,1.86,0.054613,-0.02,-1.064,"July 15, 20",-0.01064,6100.0,6100.0,1.85333
0,2020-07-14,1.87,1.9,1.83,1.88,0.0552,0.01,0.535,"July 14, 20",0.00535,11100.0,11100.0,1.87
0,2020-07-13,1.83,1.9,1.83,1.86,0.054613,0.03,1.639,"July 13, 20",0.01639,28500.0,28500.0,1.86333
0,2020-07-10,1.75,1.87,1.73,1.81,0.053145,0.06,3.429,"July 10, 20",0.03429,23600.0,23600.0,1.80333
0,2020-07-09,1.8,1.84,1.73,1.77,0.051971,-0.03,-1.667,"July 09, 20",-0.01667,4900.0,4900.0,1.78
0,2020-07-08,1.84,1.84,1.7,1.82,0.053439,-0.02,-1.087,"July 08, 20",-0.01087,20200.0,20200.0,1.78667
0,2020-07-07,1.755,1.84,1.67,1.84,0.054026,0.085,4.843,"July 07, 20",0.04843,33200.0,33200.0,1.78333
0,2020-07-06,1.8,1.8,1.715,1.78,0.052264,-0.02,-1.111,"July 06, 20",-0.01111,62500.0,62500.0,1.765
0,2020-07-02,1.745,1.78,1.71,1.78,0.052264,0.035,2.006,"July 02, 20",0.02006,6800.0,6800.0,1.75667
0,2020-07-01,1.8,1.8,1.75,1.75,0.051383,-0.05,-2.778,"July 01, 20",-0.02778,14500.0,14500.0,1.76667
0,2020-06-30,1.75,1.81,1.75,1.795,0.052705,0.045,2.571,"June 30, 20",0.02571,55600.0,55600.0,1.785
0,2020-06-29,1.7,1.8,1.7,1.75,0.051383,0.05,2.941,"June 29, 20",0.02941,43400.0,43400.0,1.75
0,2020-06-26,1.697,1.7,1.66,1.68,0.049328,-0.017,-1.002,"June 26, 20",-0.01002,318600.0,318600.0,1.68
0,2020-06-25,1.73,1.73,1.67,1.69,0.049622,-0.04,-2.312,"June 25, 20",-0.02312,20200.0,20200.0,1.69667
0,2020-06-24,1.75,1.82,1.7,1.74,0.05109,-0.01,-0.571,"June 24, 20",-0.00571,26000.0,26000.0,1.75333
0,2020-06-23,1.8,1.8,1.73,1.75,0.051383,-0.05,-2.778,"June 23, 20",-0.02778,24600.0,24600.0,1.76
0,2020-06-22,1.8,1.81,1.77,1.77,0.051971,-0.03,-1.667,"June 22, 20",-0.01667,15200.0,15200.0,1.78333
0,2020-06-19,1.75,1.89,1.71,1.76,0.051677,0.01,0.571,"June 19, 20",0.00571,18800.0,18800.0,1.78667
0,2020-06-18,1.75,1.8,1.7,1.723,0.050591,-0.027,-1.543,"June 18, 20",-0.01543,21300.0,21300.0,1.741
0,2020-06-17,1.8,1.8,1.7,1.75,0.051383,-0.05,-2.778,"June 17, 20",-0.02778,79300.0,79300.0,1.75
0,2020-06-16,1.81,1.85,1.76,1.8,0.052851,-0.01,-0.552,"June 16, 20",-0.00552,23600.0,23600.0,1.80333
0,2020-06-15,1.75,1.8,1.7,1.76,0.051677,0.01,0.571,"June 15, 20",0.00571,26800.0,26800.0,1.75333
0,2020-06-12,1.79,1.8,1.7,1.75,0.051383,-0.04,-2.235,"June 12, 20",-0.02235,14400.0,14400.0,1.75
0,2020-06-11,1.79,1.79,1.66,1.75,0.051383,-0.04,-2.235,"June 11, 20",-0.02235,91300.0,91300.0,1.73333
0,2020-06-10,1.78,1.84,1.78,1.8,0.052851,0.02,1.124,"June 10, 20",0.01124,29400.0,29400.0,1.80667
0,2020-06-09,1.85,1.95,1.77,1.84,0.054026,-0.01,-0.541,"June 09, 20",-0.00541,48000.0,48000.0,1.85333
0,2020-06-08,1.85,1.92,1.78,1.89,0.055494,0.04,2.162,"June 08, 20",0.02162,180200.0,180200.0,1.86333
0,2020-06-05,1.84,1.9,1.78,1.82,0.053439,-0.02,-1.087,"June 05, 20",-0.01087,186700.0,186700.0,1.83333
0,2020-06-04,1.89,1.89,1.75,1.8,0.052851,-0.09,-4.762,"June 04, 20",-0.04762,63300.0,63300.0,1.81333
0,2020-06-03,1.8,1.86,1.76,1.76,0.051677,-0.04,-2.222,"June 03, 20",-0.02222,16800.0,16800.0,1.79333
0,2020-06-02,1.76,1.8,1.76,1.76,0.051677,0.0,0.0,"June 02, 20",0.0,58100.0,58100.0,1.77333
0,2020-06-01,1.9,1.9,1.76,1.85,0.05432,-0.05,-2.632,"June 01, 20",-0.02632,65000.0,65000.0,1.83667
0,2020-05-29,1.8,1.89,1.76,1.89,0.055494,0.09,5.0,"May 29, 20",0.05,159500.0,159500.0,1.84667
0,2020-05-28,1.8,1.85,1.793,1.8,0.052851,0.0,0.0,"May 28, 20",0.0,20900.0,20900.0,1.81433
0,2020-05-27,1.72,1.9,1.72,1.8,0.052851,0.08,4.651,"May 27, 20",0.04651,44800.0,44800.0,1.80667
0,2020-05-26,1.95,1.95,1.71,1.85,0.05432,-0.1,-5.128,"May 26, 20",-0.05128,108900.0,108900.0,1.83667
0,2020-05-22,1.715,1.9,1.7,1.9,0.055788,0.185,10.787,"May 22, 20",0.10787,60100.0,60100.0,1.83333
0,2020-05-21,1.8,1.8,1.7,1.75,0.051383,-0.05,-2.778,"May 21, 20",-0.02778,41600.0,41600.0,1.75
0,2020-05-20,1.8,1.8,1.7,1.75,0.051383,-0.05,-2.778,"May 20, 20",-0.02778,43500.0,43500.0,1.75
0,2020-05-19,1.78,1.815,1.72,1.72,0.050503,-0.06,-3.371,"May 19, 20",-0.03371,43000.0,43000.0,1.75167
0,2020-05-18,2.0,2.0,1.71,1.77,0.051971,-0.23,-11.5,"May 18, 20",-0.115,70100.0,70100.0,1.82667
0,2020-05-15,1.8,1.85,1.71,1.79,0.052558,-0.01,-0.556,"May 15, 20",-0.00556,144300.0,144300.0,1.78333
0,2020-05-14,1.86,1.98,1.7,1.79,0.052558,-0.07,-3.763,"May 14, 20",-0.03763,140600.0,140600.0,1.82333
0,2020-05-13,1.9,2.35,1.8,1.85,0.05432,-0.05,-2.632,"May 13, 20",-0.02632,167900.0,167900.0,2.0
0,2020-05-12,2.675,2.7,2.55,2.55,0.052851,-0.125,-4.673,"May 12, 20",-0.04673,34300.0,34300.0,2.6
0,2020-05-11,2.71,2.71,2.51,2.64,0.054717,-0.07,-2.583,"May 11, 20",-0.02583,96500.0,96500.0,2.62
0,2020-05-08,2.665,2.71,2.545,2.62,0.054302,-0.045,-1.689,"May 08, 20",-0.01689,15000.0,15000.0,2.625
0,2020-05-07,2.46,2.73,2.46,2.65,0.054924,0.19,7.724,"May 07, 20",0.07724,194500.0,194500.0,2.61333
0,2020-05-06,2.8,2.85,2.28,2.5,0.051815,-0.3,-10.714,"May 06, 20",-0.10714,1072700.0,1072700.0,2.54333
0,2020-05-05,2.76,2.85,2.75,2.8,0.058033,0.04,1.449,"May 05, 20",0.01449,1121000.0,1121000.0,2.8
0,2020-05-04,2.85,2.86,2.7,2.7,0.05596,-0.15,-5.263,"May 04, 20",-0.05263,656600.0,656600.0,2.75333
0,2020-05-01,2.76,2.9,2.73,2.73,0.056582,-0.03,-1.087,"May 01, 20",-0.01087,138300.0,138300.0,2.78667
0,2020-04-30,2.85,2.94,2.73,2.76,0.057204,-0.09,-3.158,"April 30, 20",-0.03158,205000.0,205000.0,2.81
0,2020-04-29,2.78,3.0,2.74,2.75,0.056997,-0.03,-1.079,"April 29, 20",-0.01079,434700.0,434700.0,2.83
0,2020-04-28,2.62,2.73,2.5,2.72,0.056375,0.1,3.817,"April 28, 20",0.03817,744600.0,744600.0,2.65
0,2020-04-27,2.61,2.72,2.55,2.6,0.053888,-0.01,-0.383,"April 27, 20",-0.00383,10200.0,10200.0,2.62333
0,2020-04-24,2.59,2.65,2.505,2.59,0.053681,0.0,0.0,"April 24, 20",0.0,43400.0,43400.0,2.58167
0,2020-04-23,2.6,2.675,2.55,2.55,0.052851,-0.05,-1.923,"April 23, 20",-0.01923,106000.0,106000.0,2.59167
0,2020-04-22,2.7,2.71,2.53,2.6,0.053888,-0.1,-3.704,"April 22, 20",-0.03704,4600.0,4600.0,2.61333
0,2020-04-21,2.63,2.73,2.63,2.644,0.0548,0.014,0.532,"April 21, 20",0.00532,4200.0,4200.0,2.668
0,2020-04-20,2.71,2.73,2.56,2.63,0.05451,-0.08,-2.952,"April 20, 20",-0.02952,21900.0,21900.0,2.64
0,2020-04-17,2.73,2.755,2.72,2.73,0.056582,0.0,0.0,"April 17, 20",0.0,22600.0,22600.0,2.735
0,2020-04-16,2.795,2.795,2.71,2.71,0.056168,-0.085,-3.041,"April 16, 20",-0.03041,10400.0,10400.0,2.73833
0,2020-04-15,2.81,2.84,2.73,2.75,0.056997,-0.06,-2.135,"April 15, 20",-0.02135,10300.0,10300.0,2.77333
0,2020-04-14,2.86,2.86,2.83,2.85,0.059069,-0.01,-0.35,"April 14, 20",-0.0035,87800.0,87800.0,2.84667
0,2020-04-13,2.9,2.91,2.86,2.86,0.059277,-0.04,-1.379,"April 13, 20",-0.01379,86100.0,86100.0,2.87667
0,2020-04-09,2.9,3.0,2.89,2.93,0.060727,0.03,1.034,"April 09, 20",0.01034,286000.0,286000.0,2.94
0,2020-04-08,2.9,2.99,2.9,2.9,0.060106,0.0,0.0,"April 08, 20",0.0,59600.0,59600.0,2.93
0,2020-04-07,3.0,3.5,2.82,2.92,0.06052,-0.08,-2.667,"April 07, 20",-0.02667,179300.0,179300.0,3.08
0,2020-04-06,4.2,4.29,3.77,4.0,0.062178,-0.2,-4.762,"April 06, 20",-0.04762,174300.0,174300.0,4.02
0,2020-04-03,4.2,4.49,3.95,4.0,0.062178,-0.2,-4.762,"April 03, 20",-0.04762,170300.0,170300.0,4.14667
0,2020-04-02,4.0,4.49,4.0,4.2,0.065287,0.2,5.0,"April 02, 20",0.05,15800.0,15800.0,4.23
0,2020-04-01,4.2,4.2,3.95,4.01,0.062334,-0.19,-4.524,"April 01, 20",-0.04524,26200.0,26200.0,4.05333
0,2020-03-31,4.2,4.3,4.1,4.2,0.065287,0.0,0.0,"March 31, 20",0.0,20300.0,20300.0,4.2
0,2020-03-30,4.2,4.25,4.15,4.2,0.065287,0.0,0.0,"March 30, 20",0.0,27400.0,27400.0,4.2
0,2020-03-27,4.1,4.49,4.1,4.11,0.063888,0.01,0.244,"March 27, 20",0.00244,8000.0,8000.0,4.23333
0,2020-03-26,4.0,4.01,3.883,4.01,0.062334,0.01,0.25,"March 26, 20",0.0025,5400.0,5400.0,3.96767
0,2020-03-25,4.3,4.4,3.9,4.0,0.062178,-0.3,-6.977,"March 25, 20",-0.06977,41400.0,41400.0,4.1
0,2020-03-24,4.3,4.3,4.24,4.24,0.065909,-0.06,-1.395,"March 24, 20",-0.01395,900.0,900.0,4.26
0,2020-03-23,4.47,4.47,4.01,4.25,0.066064,-0.22,-4.922,"March 23, 20",-0.04922,76600.0,76600.0,4.24333
0,2020-03-20,4.5,4.555,4.45,4.45,0.069173,-0.05,-1.111,"March 20, 20",-0.01111,1200.0,1200.0,4.485
0,2020-03-19,4.66,4.73,4.43,4.62,0.071816,-0.04,-0.858,"March 19, 20",-0.00858,2700.0,2700.0,4.59333
0,2020-03-18,4.91,4.91,4.66,4.76,0.073992,-0.15,-3.055,"March 18, 20",-0.03055,2500.0,2500.0,4.77667
0,2020-03-17,4.66,4.93,4.66,4.9,0.076168,0.24,5.15,"March 17, 20",0.0515,5300.0,5300.0,4.83
0,2020-03-16,4.9,4.97,4.66,4.9,0.076168,0.0,0.0,"March 16, 20",0.0,45100.0,45100.0,4.84333
0,2020-03-13,4.59,4.9,4.41,4.9,0.076168,0.31,6.754,"March 13, 20",0.06754,37900.0,37900.0,4.73667
0,2020-03-12,5.0,5.0,4.41,4.9,0.076168,-0.1,-2.0,"March 12, 20",-0.02,27000.0,27000.0,4.77
0,2020-03-11,5.13,5.13,5.0,5.0,0.077723,-0.13,-2.534,"March 11, 20",-0.02534,30600.0,30600.0,5.04333
0,2020-03-10,5.49,5.49,5.14,5.195,0.080754,-0.295,-5.373,"March 10, 20",-0.05373,10200.0,10200.0,5.275
0,2020-03-09,5.284,5.38,5.0,5.2,0.080832,-0.084,-1.59,"March 09, 20",-0.0159,68500.0,68500.0,5.19333
0,2020-03-06,6.35,6.385,6.2,6.3,0.097931,-0.05,-0.787,"March 06, 20",-0.00787,72500.0,72500.0,6.295
