,index,Unnamed: 0,date,symbol,filing_date,accepted_date,period,revenue_sales,cost_of_sales_cost_of_revenue_cost_of_goods_sold,gross_profit_gross_income,gross_income_ratio_gross_profit_ratio,research_and_development_expenses,general_and_administrative_expenses,s_and_m_selling_and_marketing_expenses,other_expenses,operating_expenses,cost_and_expenses,interest_expense,depreciation_and_amortization,ebitda,ebitda_ratio,operating_income,operating_income_ratio,other_income_other_expenses_net,income_before_tax_provisions,income_before_tax_ratio,income_tax_expense_provisions,net_income,net_income_ratio,eps_earnings_per_share,eps_earnings_per_share_diluted,shares_outstanding,shares_outstanding_weighted_diluted,sec_filing_url,sec_statement_url,pct_chg_temp
12,3,0.0,2017-12-31,AAPL,2017-11-03 00:00:00,2017-11-03 08:01:37,FY,57308500000.0,35262000000.0,22046500000.0,0.09617465122974778,2895250000.0,3815250000.0,0.0,-33250000.0,6710500000.0,41972500000.0,580750000.0,0.0,19142250000.0,0.08350528281145031,15336000000.0,0.06989473638291002,-33250000.0,16022250000.0,0.06989473638291002,3934500000.0,12087750000.0,0.05273105211268834,0.579375,0.575625,5217242000.0,5251692000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/0000320193-17-000070-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,1.0
13,3,0.0,2017-09-30,AAPL,2017-11-03 00:00:00,2017-11-03 08:01:37,FY,57308500000.0,35262000000.0,22046500000.0,0.09617465122974778,2895250000.0,3815250000.0,0.0,-33250000.0,6710500000.0,41972500000.0,580750000.0,0.0,19142250000.0,0.08350528281145031,15336000000.0,0.06989473638291002,-33250000.0,16022250000.0,0.06989473638291002,3934500000.0,12087750000.0,0.05273105211268834,0.579375,0.575625,5217242000.0,5251692000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/0000320193-17-000070-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,1.0
14,3,0.0,2017-06-30,AAPL,2017-11-03 00:00:00,2017-11-03 08:01:37,FY,57308500000.0,35262000000.0,22046500000.0,0.09617465122974778,2895250000.0,3815250000.0,0.0,-33250000.0,6710500000.0,41972500000.0,580750000.0,0.0,19142250000.0,0.08350528281145031,15336000000.0,0.06989473638291002,-33250000.0,16022250000.0,0.06989473638291002,3934500000.0,12087750000.0,0.05273105211268834,0.579375,0.575625,5217242000.0,5251692000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/0000320193-17-000070-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,1.0
15,3,0.0,2017-03-31,AAPL,2017-11-03 00:00:00,2017-11-03 08:01:37,FY,57308500000.0,35262000000.0,22046500000.0,0.09617465122974778,2895250000.0,3815250000.0,0.0,-33250000.0,6710500000.0,41972500000.0,580750000.0,0.0,19142250000.0,0.08350528281145031,15336000000.0,0.06989473638291002,-33250000.0,16022250000.0,0.06989473638291002,3934500000.0,12087750000.0,0.05273105211268834,0.579375,0.575625,5217242000.0,5251692000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/0000320193-17-000070-index.html,https://www.sec.gov/Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,1.0219912035185925
16,4,0.0,2016-12-31,AAPL,2016-10-26 00:00:00,2016-10-26 16:42:16,FY,53909750000.0,32844000000.0,21065750000.0,0.09769,2511250000.0,3548500000.0,0.0,337000000.0,6059750000.0,38903750000.0,364000000.0,2626250000.0,18333250000.0,0.08501825,15006000000.0,0.0695885,-298750000.0,15343000000.0,0.07115125,3921250000.0,11421750000.0,0.05296699999999999,0.519145,0.519145,5500281000.0,5500281000.0,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/0001628280-16-020309-index.html,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,1.0
17,4,0.0,2016-09-30,AAPL,2016-10-26 00:00:00,2016-10-26 16:42:16,FY,53909750000.0,32844000000.0,21065750000.0,0.09769,2511250000.0,3548500000.0,0.0,337000000.0,6059750000.0,38903750000.0,364000000.0,2626250000.0,18333250000.0,0.08501825,15006000000.0,0.0695885,-298750000.0,15343000000.0,0.07115125,3921250000.0,11421750000.0,0.05296699999999999,0.519145,0.519145,5500281000.0,5500281000.0,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/0001628280-16-020309-index.html,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,1.0
18,4,0.0,2016-06-30,AAPL,2016-10-26 00:00:00,2016-10-26 16:42:16,FY,53909750000.0,32844000000.0,21065750000.0,0.09769,2511250000.0,3548500000.0,0.0,337000000.0,6059750000.0,38903750000.0,364000000.0,2626250000.0,18333250000.0,0.08501825,15006000000.0,0.0695885,-298750000.0,15343000000.0,0.07115125,3921250000.0,11421750000.0,0.05296699999999999,0.519145,0.519145,5500281000.0,5500281000.0,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/0001628280-16-020309-index.html,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,1.0
19,4,0.0,2016-03-31,AAPL,2016-10-26 00:00:00,2016-10-26 16:42:16,FY,53909750000.0,32844000000.0,21065750000.0,0.09769,2511250000.0,3548500000.0,0.0,337000000.0,6059750000.0,38903750000.0,364000000.0,2626250000.0,18333250000.0,0.08501825,15006000000.0,0.0695885,-298750000.0,15343000000.0,0.07115125,3921250000.0,11421750000.0,0.05296699999999999,0.519145,0.519145,5500281000.0,5500281000.0,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/0001628280-16-020309-index.html,https://www.sec.gov/Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,0.8426786466376527
20,5,0.0,2015-12-31,AAPL,2015-10-28 00:00:00,2015-10-28 16:31:09,FY,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,321250000.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,0.09039325,17807500000.0,0.07619325,-225750000.0,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.0571145,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/0001193125-15-356351-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,1.0
21,5,0.0,2015-09-30,AAPL,2015-10-28 00:00:00,2015-10-28 16:31:09,FY,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,321250000.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,0.09039325,17807500000.0,0.07619325,-225750000.0,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.0571145,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/0001193125-15-356351-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,1.0
22,5,0.0,2015-06-30,AAPL,2015-10-28 00:00:00,2015-10-28 16:31:09,FY,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,321250000.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,0.09039325,17807500000.0,0.07619325,-225750000.0,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.0571145,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/0001193125-15-356351-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,1.0
23,5,0.0,2015-03-31,AAPL,2015-10-28 00:00:00,2015-10-28 16:31:09,FY,58428750000.0,35022250000.0,23406500000.0,0.10014975,2016750000.0,3582250000.0,0.0,321250000.0,5599000000.0,40621250000.0,183250000.0,2814250000.0,21126250000.0,0.09039325,17807500000.0,0.07619325,-225750000.0,18128750000.0,0.07756775,4780250000.0,13348500000.0,0.0571145,0.576055,0.576055,5793069000.0,5793069000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/0001193125-15-356351-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,1.356684379940194
24,6,0.0,2014-12-31,AAPL,2014-10-27 00:00:00,2014-10-27 17:11:55,FY,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,245000000.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,0.08453875000000001,13125750000.0,0.07180575,-77750000.0,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.054036,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/0001193125-14-383437-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,1.0
25,6,0.0,2014-09-30,AAPL,2014-10-27 00:00:00,2014-10-27 17:11:55,FY,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,245000000.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,0.08453875000000001,13125750000.0,0.07180575,-77750000.0,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.054036,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/0001193125-14-383437-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,1.0
26,6,0.0,2014-06-30,AAPL,2014-10-27 00:00:00,2014-10-27 17:11:55,FY,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,245000000.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,0.08453875000000001,13125750000.0,0.07180575,-77750000.0,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.054036,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/0001193125-14-383437-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,1.0
27,6,0.0,2014-03-31,AAPL,2014-10-27 00:00:00,2014-10-27 17:11:55,FY,45698750000.0,28064500000.0,17634250000.0,0.09647,1510250000.0,2998250000.0,0.0,245000000.0,4508500000.0,32573000000.0,96000000.0,1986500000.0,15453250000.0,0.08453875000000001,13125750000.0,0.07180575,-77750000.0,13370750000.0,0.07314625,3493250000.0,9877500000.0,0.054036,0.40329499999999996,0.40329499999999996,6123000000.0,6123000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/0001193125-14-383437-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,1.0715116635033368
28,7,0.0,2013-12-31,AAPL,2013-10-30 00:00:00,2013-10-29 20:38:28,FY,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,289000000.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,0.08344750000000001,12249750000.0,0.07167375,-6000000.0,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.05417625,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/0001193125-13-416534-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,1.0
29,7,0.0,2013-09-30,AAPL,2013-10-30 00:00:00,2013-10-29 20:38:28,FY,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,289000000.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,0.08344750000000001,12249750000.0,0.07167375,-6000000.0,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.05417625,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/0001193125-13-416534-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,1.0
30,7,0.0,2013-06-30,AAPL,2013-10-30 00:00:00,2013-10-29 20:38:28,FY,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,289000000.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,0.08344750000000001,12249750000.0,0.07167375,-6000000.0,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.05417625,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/0001193125-13-416534-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,1.0
31,7,0.0,2013-03-31,AAPL,2013-10-30 00:00:00,2013-10-29 20:38:28,FY,42727500000.0,26651500000.0,16076000000.0,0.09406125,1118750000.0,2707500000.0,0.0,289000000.0,3826250000.0,30477750000.0,34000000.0,1689250000.0,14262000000.0,0.08344750000000001,12249750000.0,0.07167375,-6000000.0,12538750000.0,0.07336475,3279500000.0,9259250000.0,0.05417625,0.3549225,0.3549225,6522000000.0,6522000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/0001193125-13-416534-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,0.8870042178816459
32,8,0.0,2012-12-31,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,1.0
33,8,0.0,2012-09-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,1.0
34,8,0.0,2012-06-30,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,1.0
35,8,0.0,2012-03-31,AAPL,2012-10-31 00:00:00,2012-10-31 17:07:19,FY,39127000000.0,21961500000.0,17165500000.0,0.109678,845250000.0,2510000000.0,0.0,130500000.0,3355250000.0,25316750000.0,272000000.0,819250000.0,15032000000.0,0.09604625,13810250000.0,0.08824,-141500000.0,13940750000.0,0.08907375,3507500000.0,10433250000.0,0.06666275,0.3941825,0.3941825,6617000000.0,6617000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/0001193125-12-444068-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,1.634832790766499
36,9,0.0,2011-12-31,AAPL,2011-10-26 00:00:00,2011-10-26 16:35:25,FY,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,103750000.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,0.08438425,8447500000.0,0.07803775,-26000000.0,8551250000.0,0.078996,2070750000.0,6480500000.0,0.059866499999999996,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,1.0
37,9,0.0,2011-09-30,AAPL,2011-10-26 00:00:00,2011-10-26 16:35:25,FY,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,103750000.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,0.08438425,8447500000.0,0.07803775,-26000000.0,8551250000.0,0.078996,2070750000.0,6480500000.0,0.059866499999999996,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,1.0
38,9,0.0,2011-06-30,AAPL,2011-10-26 00:00:00,2011-10-26 16:35:25,FY,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,103750000.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,0.08438425,8447500000.0,0.07803775,-26000000.0,8551250000.0,0.078996,2070750000.0,6480500000.0,0.059866499999999996,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,1.0
39,9,0.0,2011-03-31,AAPL,2011-10-26 00:00:00,2011-10-26 16:35:25,FY,27062250000.0,16107750000.0,10954500000.0,0.10119725,607250000.0,1899750000.0,0.0,103750000.0,2507000000.0,18614750000.0,129750000.0,453500000.0,9134500000.0,0.08438425,8447500000.0,0.07803775,-26000000.0,8551250000.0,0.078996,2070750000.0,6480500000.0,0.059866499999999996,0.24708249999999998,0.24708249999999998,6557000000.0,6557000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/0001193125-11-282113-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,1.8379113407669296
40,10,0.0,2010-12-31,AAPL,2010-10-27 00:00:00,2010-10-27 16:36:21,FY,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,38750000.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,0.07619,4596250000.0,0.0704675,-39000000.0,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.053710249999999994,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,1.0
41,10,0.0,2010-09-30,AAPL,2010-10-27 00:00:00,2010-10-27 16:36:21,FY,16306250000.0,988525000.0,6421000000.0,0.09844375,445500000.0,1379250000.0,0.0,38750000.0,1824750000.0,11710000000.0,77750000.0,256750000.0,4969500000.0,0.07619,4596250000.0,0.0704675,-39000000.0,4635000000.0,0.07106174999999999,1131750000.0,3503250000.0,0.053710249999999994,0.13530250000000002,0.13530250000000002,6473000000.0,6473000000.0,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,1.0
