,Period,Net Revenue (Sales),Cost of Revenue (Sales),Gross Profit Margin,Gross Profit Margin Ratio,Research and Development (R&D),"Selling, General, and Administrative (SG&A)",Selling & Marketing Expenses (S&M),Total Operating Expenses,Cost & Expenses,"Interest Expense/Income, Net",Depreciation & Amortization (D&A),EBITDA,EBITDA Margin,Operating Income,Operating Margin,Pretax Income (Earnings),Pretax Income (Earnings) Margin,Provision For Income Taxes,Net Income (Earnings),Profit Margin,Earnings Per Share (EPS),Earnings Per Share (EPS) Diluted,Shares Outstanding,Shares Outstanding (Diluted),sec_filing_link,sec_statement_link,Cash and Cash Equivalents,Short Term Investments,Cash And Short-Term Investments,Inventory,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Long-term Investments,Tax Assets,Total Assets,Accounts Payables,Short-term Debt,Income Tax Payables,Deferred Revenue,Total Current Liabilities,Long-term Debt,Deferred Revenue Non-Current,Deferred Tax Liabilities Non-Current,Total Non-Current Liabilities,Total Liabilities,Common Stock,Retained Earnings,Total Shareholders Equity,Total Liabilities & Stockholders Equity,Total Investments,Total Debt,Net Debt,Deferred Income Tax,Stock-Based Compensation (SBC),Change in Working Capital,Accounts Receivables,Net Cash Provided by Operating Activities,Investments in PP&E,Acquisitions (Net),Purchase of Investments,Sales/Maturities of Investments,Net Cash used for Investing Activities,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Net Cash Used Provided by Financing Activities,Effect of Exchange Rate Changes on Cash,Net Change in Cash,Cash at End of Period,Cash at Beginning of Period,Operating Cash Flow,Capital Expenditure (capex),Free Cash Flow,QQ-YYYY
1409,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,1072250000.0,179750000.0,0.0,0.0,0.0,380000000.0,238500000.0,0.0,0.0,281750000.0,661750000.0,158250000.0,224500000.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,193750000.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998
1410,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,1072250000.0,179750000.0,0.0,0.0,0.0,380000000.0,238500000.0,0.0,0.0,281750000.0,661750000.0,158250000.0,224500000.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,193750000.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998
1411,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,1072250000.0,179750000.0,0.0,0.0,0.0,380000000.0,238500000.0,0.0,0.0,281750000.0,661750000.0,158250000.0,224500000.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,193750000.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998
1472,FY,1770250000.0,1428250000.0,342000000.0,0.04829825,121250000.0,321500000.0,0.0,609500000.0,2037750000.0,2750000.0,29500000.0,-229000000.0,-0.03234,-267500000.0,-0.03777725,-261250000.0,-0.0368945,0.0,-261250000.0,-0.0368945,-0.0185025,-0.0185025,3530000000.0,3530000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,307500000.0,57250000.0,364750000.0,109250000.0,856000000.0,121500000.0,0.0,0.0,0.0,0.0,66000000.0,1058250000.0,171250000.0,6250000.0,0.0,0.0,454500000.0,237750000.0,0.0,0.0,303750000.0,758250000.0,124500000.0,147250000.0,300000000.0,1058250000.0,57250000.0,244000000.0,-63500000.0,-1750000.0,0.0,-226500000.0,115250000.0,47000000.0,0.0,0.0,0.0,0.0,-133250000.0,0.0,0.0,46000000.0,0.0,5750000.0,0.0,-80500000.0,307500000.0,388000000.0,47000000.0,-109250000.0,-62250000.0,FY-1997
1473,FY,1770250000.0,1428250000.0,342000000.0,0.04829825,121250000.0,321500000.0,0.0,609500000.0,2037750000.0,2750000.0,29500000.0,-229000000.0,-0.03234,-267500000.0,-0.03777725,-261250000.0,-0.0368945,0.0,-261250000.0,-0.0368945,-0.0185025,-0.0185025,3530000000.0,3530000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,307500000.0,57250000.0,364750000.0,109250000.0,856000000.0,121500000.0,0.0,0.0,0.0,0.0,66000000.0,1058250000.0,171250000.0,6250000.0,0.0,0.0,454500000.0,237750000.0,0.0,0.0,303750000.0,758250000.0,124500000.0,147250000.0,300000000.0,1058250000.0,57250000.0,244000000.0,-63500000.0,-1750000.0,0.0,-226500000.0,115250000.0,47000000.0,0.0,0.0,0.0,0.0,-133250000.0,0.0,0.0,46000000.0,0.0,5750000.0,0.0,-80500000.0,307500000.0,388000000.0,47000000.0,-109250000.0,-62250000.0,FY-1997
1474,FY,1770250000.0,1428250000.0,342000000.0,0.04829825,121250000.0,321500000.0,0.0,609500000.0,2037750000.0,2750000.0,29500000.0,-229000000.0,-0.03234,-267500000.0,-0.03777725,-261250000.0,-0.0368945,0.0,-261250000.0,-0.0368945,-0.0185025,-0.0185025,3530000000.0,3530000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,307500000.0,57250000.0,364750000.0,109250000.0,856000000.0,121500000.0,0.0,0.0,0.0,0.0,66000000.0,1058250000.0,171250000.0,6250000.0,0.0,0.0,454500000.0,237750000.0,0.0,0.0,303750000.0,758250000.0,124500000.0,147250000.0,300000000.0,1058250000.0,57250000.0,244000000.0,-63500000.0,-1750000.0,0.0,-226500000.0,115250000.0,47000000.0,0.0,0.0,0.0,0.0,-133250000.0,0.0,0.0,46000000.0,0.0,5750000.0,0.0,-80500000.0,307500000.0,388000000.0,47000000.0,-109250000.0,-62250000.0,FY-1997
1475,FY,1770250000.0,1428250000.0,342000000.0,0.04829825,121250000.0,321500000.0,0.0,609500000.0,2037750000.0,2750000.0,29500000.0,-229000000.0,-0.03234,-267500000.0,-0.03777725,-261250000.0,-0.0368945,0.0,-261250000.0,-0.0368945,-0.0185025,-0.0185025,3530000000.0,3530000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,307500000.0,57250000.0,364750000.0,109250000.0,856000000.0,121500000.0,0.0,0.0,0.0,0.0,66000000.0,1058250000.0,171250000.0,6250000.0,0.0,0.0,454500000.0,237750000.0,0.0,0.0,303750000.0,758250000.0,124500000.0,147250000.0,300000000.0,1058250000.0,57250000.0,244000000.0,-63500000.0,-1750000.0,0.0,-226500000.0,115250000.0,47000000.0,0.0,0.0,0.0,0.0,-133250000.0,0.0,0.0,46000000.0,0.0,5750000.0,0.0,-80500000.0,307500000.0,388000000.0,47000000.0,-109250000.0,-62250000.0,FY-1997
1536,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,500750000.0,237250000.0,0.0,0.0,325750000.0,826500000.0,109750000.0,408500000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,129750000.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996
1537,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,500750000.0,237250000.0,0.0,0.0,325750000.0,826500000.0,109750000.0,408500000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,129750000.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996
1538,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,500750000.0,237250000.0,0.0,0.0,325750000.0,826500000.0,109750000.0,408500000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,129750000.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996
1539,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,500750000.0,237250000.0,0.0,0.0,325750000.0,826500000.0,109750000.0,408500000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,129750000.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996
1600,FY,2765500000.0,2051000000.0,714500000.0,0.0645905,153500000.0,395750000.0,0.0,543500000.0,2594500000.0,13000000.0,31750000.0,213250000.0,0.01927775,171000000.0,0.015458250000000002,168500000.0,0.01523225,62500000.0,106000000.0,0.00958225,0.0076925,0.0076925,3445000000.0,3445000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,189000000.0,49000000.0,238000000.0,443750000.0,1306000000.0,177750000.0,0.0,0.0,0.0,0.0,175500000.0,1557750000.0,291250000.0,115250000.0,0.0,0.0,581250000.0,75750000.0,0.0,0.0,251250000.0,832500000.0,99500000.0,616000000.0,725250000.0,1557750000.0,49000000.0,191000000.0,2000000.0,18250000.0,0.0,91750000.0,-87500000.0,-60000000.0,0.0,0.0,0.0,0.0,-100500000.0,0.0,0.0,21500000.0,-14500000.0,48750000.0,0.0,-111750000.0,189000000.0,300750000.0,-60000000.0,-39750000.0,-99750000.0,FY-1995
1601,FY,2765500000.0,2051000000.0,714500000.0,0.0645905,153500000.0,395750000.0,0.0,543500000.0,2594500000.0,13000000.0,31750000.0,213250000.0,0.01927775,171000000.0,0.015458250000000002,168500000.0,0.01523225,62500000.0,106000000.0,0.00958225,0.0076925,0.0076925,3445000000.0,3445000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,189000000.0,49000000.0,238000000.0,443750000.0,1306000000.0,177750000.0,0.0,0.0,0.0,0.0,175500000.0,1557750000.0,291250000.0,115250000.0,0.0,0.0,581250000.0,75750000.0,0.0,0.0,251250000.0,832500000.0,99500000.0,616000000.0,725250000.0,1557750000.0,49000000.0,191000000.0,2000000.0,18250000.0,0.0,91750000.0,-87500000.0,-60000000.0,0.0,0.0,0.0,0.0,-100500000.0,0.0,0.0,21500000.0,-14500000.0,48750000.0,0.0,-111750000.0,189000000.0,300750000.0,-60000000.0,-39750000.0,-99750000.0,FY-1995
1602,FY,2765500000.0,2051000000.0,714500000.0,0.0645905,153500000.0,395750000.0,0.0,543500000.0,2594500000.0,13000000.0,31750000.0,213250000.0,0.01927775,171000000.0,0.015458250000000002,168500000.0,0.01523225,62500000.0,106000000.0,0.00958225,0.0076925,0.0076925,3445000000.0,3445000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,189000000.0,49000000.0,238000000.0,443750000.0,1306000000.0,177750000.0,0.0,0.0,0.0,0.0,175500000.0,1557750000.0,291250000.0,115250000.0,0.0,0.0,581250000.0,75750000.0,0.0,0.0,251250000.0,832500000.0,99500000.0,616000000.0,725250000.0,1557750000.0,49000000.0,191000000.0,2000000.0,18250000.0,0.0,91750000.0,-87500000.0,-60000000.0,0.0,0.0,0.0,0.0,-100500000.0,0.0,0.0,21500000.0,-14500000.0,48750000.0,0.0,-111750000.0,189000000.0,300750000.0,-60000000.0,-39750000.0,-99750000.0,FY-1995
1603,FY,2765500000.0,2051000000.0,714500000.0,0.0645905,153500000.0,395750000.0,0.0,543500000.0,2594500000.0,13000000.0,31750000.0,213250000.0,0.01927775,171000000.0,0.015458250000000002,168500000.0,0.01523225,62500000.0,106000000.0,0.00958225,0.0076925,0.0076925,3445000000.0,3445000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,189000000.0,49000000.0,238000000.0,443750000.0,1306000000.0,177750000.0,0.0,0.0,0.0,0.0,175500000.0,1557750000.0,291250000.0,115250000.0,0.0,0.0,581250000.0,75750000.0,0.0,0.0,251250000.0,832500000.0,99500000.0,616000000.0,725250000.0,1557750000.0,49000000.0,191000000.0,2000000.0,18250000.0,0.0,91750000.0,-87500000.0,-60000000.0,0.0,0.0,0.0,0.0,-100500000.0,0.0,0.0,21500000.0,-14500000.0,48750000.0,0.0,-111750000.0,189000000.0,300750000.0,-60000000.0,-39750000.0,-99750000.0,FY-1995
1664,FY,2297187000.0,1711228750.0,585958250.0,0.06376910652027892,141075750.0,346027750.0,0.0,487103500.0,2198332250.0,9913250.0,0.0,153836500.0,0.016741834687380698,98854750.0,0.01361137556498448,125071500.0,0.01361137556498448,47527000.0,77544500.0,0.008439071351178638,0.005826,0.005826,3324580000.0,3326680000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt,300872000.0,13592000.0,314464000.0,272108500.0,1119113000.0,166775000.0,0.0,0.0,0.0,0.0,0.0,1325686500.0,220429250.0,13592000.0,0.0,0.0,486076250.0,76118000.0,0.0,167667000.0,243785000.0,729861250.0,74482250.0,524051500.0,595825250.0,729861250.0,0.0,149168000.0,-151500000.0,10200000.0,0.0,61932250.0,-49850250.0,184248750.0,0.0,0.0,-78018250.0,118398750.0,0.0,0.0,20520250.0,0.0,-14143000.0,0.0,0.0,0.0,300872000.0,169103250.0,184248750.0,-39896750.0,144352000.0,FY-1994
1665,FY,2297187000.0,1711228750.0,585958250.0,0.06376910652027892,141075750.0,346027750.0,0.0,487103500.0,2198332250.0,9913250.0,0.0,153836500.0,0.016741834687380698,98854750.0,0.01361137556498448,125071500.0,0.01361137556498448,47527000.0,77544500.0,0.008439071351178638,0.005826,0.005826,3324580000.0,3326680000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt,300872000.0,13592000.0,314464000.0,272108500.0,1119113000.0,166775000.0,0.0,0.0,0.0,0.0,0.0,1325686500.0,220429250.0,13592000.0,0.0,0.0,486076250.0,76118000.0,0.0,167667000.0,243785000.0,729861250.0,74482250.0,524051500.0,595825250.0,729861250.0,0.0,149168000.0,-151500000.0,10200000.0,0.0,61932250.0,-49850250.0,184248750.0,0.0,0.0,-78018250.0,118398750.0,0.0,0.0,20520250.0,0.0,-14143000.0,0.0,0.0,0.0,300872000.0,169103250.0,184248750.0,-39896750.0,144352000.0,FY-1994
1666,FY,2297187000.0,1711228750.0,585958250.0,0.06376910652027892,141075750.0,346027750.0,0.0,487103500.0,2198332250.0,9913250.0,0.0,153836500.0,0.016741834687380698,98854750.0,0.01361137556498448,125071500.0,0.01361137556498448,47527000.0,77544500.0,0.008439071351178638,0.005826,0.005826,3324580000.0,3326680000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt,300872000.0,13592000.0,314464000.0,272108500.0,1119113000.0,166775000.0,0.0,0.0,0.0,0.0,0.0,1325686500.0,220429250.0,13592000.0,0.0,0.0,486076250.0,76118000.0,0.0,167667000.0,243785000.0,729861250.0,74482250.0,524051500.0,595825250.0,729861250.0,0.0,149168000.0,-151500000.0,10200000.0,0.0,61932250.0,-49850250.0,184248750.0,0.0,0.0,-78018250.0,118398750.0,0.0,0.0,20520250.0,0.0,-14143000.0,0.0,0.0,0.0,300872000.0,169103250.0,184248750.0,-39896750.0,144352000.0,FY-1994
1667,FY,2297187000.0,1711228750.0,585958250.0,0.06376910652027892,141075750.0,346027750.0,0.0,487103500.0,2198332250.0,9913250.0,0.0,153836500.0,0.016741834687380698,98854750.0,0.01361137556498448,125071500.0,0.01361137556498448,47527000.0,77544500.0,0.008439071351178638,0.005826,0.005826,3324580000.0,3326680000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt,300872000.0,13592000.0,314464000.0,272108500.0,1119113000.0,166775000.0,0.0,0.0,0.0,0.0,0.0,1325686500.0,220429250.0,13592000.0,0.0,0.0,486076250.0,76118000.0,0.0,167667000.0,243785000.0,729861250.0,74482250.0,524051500.0,595825250.0,729861250.0,0.0,149168000.0,-151500000.0,10200000.0,0.0,61932250.0,-49850250.0,184248750.0,0.0,0.0,-78018250.0,118398750.0,0.0,0.0,20520250.0,0.0,-14143000.0,0.0,0.0,0.0,300872000.0,169103250.0,184248750.0,-39896750.0,144352000.0,FY-1994
