,Unnamed: 0,date,symbol,filing_date,accepted_date,period,net_revenue,cost_of_sales,gross_profit_margin_non,gross_profit_margin_ratio,r_n_d,g_n_a,s_n_m,other_income,total_opex,cost_expenses,interest_expense,d_n_a,ebitda_non,ebitda_margin,operating_income,operating_margin,total_other_income,pretax_income_non,pretax_income_margin,income_tax_expense,net_income,profit_margin,eps_non,eps_diluted,shares_outstanding_non,shares_outstanding_diluted,sec_filing_link,sec_statement_link,pct_chg_temp
10,0,2010-09-25,AAPL,2010-10-27 00:00:00,2010-10-27 16:36:21,FY,65225000000.0,3954100000,25684000000,0.393775,1782000000,5517000000,0.0,155000000.0,7299000000,46840000000,311000000.0,1027000000.0,19878000000,0.30476,18385000000.0,0.28187,-156000000.0,18540000000,0.28424699999999997,4527000000.0,14013000000,0.21484099999999998,0.5412100000000001,0.5412100000000001,25892000000,25892000000,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/0001193125-10-238044-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312510238044/d10k.htm,1.5202190886843026
11,0,2009-09-26,AAPL,2009-10-27 00:00:00,2009-10-27 16:18:29,FY,42905000000.0,25683000000,17222000000,0.401398,1333000000,4149000000,0.0,326000000.0,5482000000,31165000000,407000000.0,734000000.0,13207000000,0.30782,11740000000.0,0.27362800000000004,-81000000.0,12066000000,0.28122600000000003,3831000000.0,8235000000,0.191936,0.32426,0.32426,25396000000,25396000000,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/0001193125-09-214859-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312509214859/d10k.htm,1.3210074201791928
12,0,2008-09-27,AAPL,2008-11-05 00:00:00,2008-11-05 06:16:23,FY,32479000000.0,21334000000,11145000000,0.343145,1109000000,3761000000,0.0,620000000.0,4870000000,26204000000,653000000.0,473000000.0,8021000000,0.24695999999999999,6275000000.0,0.19320199999999998,-33000000.0,6895000000,0.21229099999999998,2061000000.0,4834000000,0.148835,0.19137,0.19137,25260000000,25260000000,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/0001193125-08-224958-index.html,https://www.sec.gov/Archives/edgar/data/320193/000119312508224958/d10k.htm,1.3529534283095892
13,0,2007-09-29,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,24006000000.0,15852000000,8154000000,0.339665,782000000,2963000000,0.0,599000000.0,3745000000,19597000000,647000000.0,317000000.0,5972000000,0.248771,4409000000.0,0.183662,-48000000.0,5008000000,0.20861500000000002,1512000000.0,3496000000,0.14562999999999998,0.1404,0.1404,24900000000,24900000000,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,1.2428682371214081
14,0,2006-09-30,AAPL,2006-12-29,2006-12-29 06:05:58,FY,19315000000.0,13717000000,5598000000,0.2898265596686513,712000000,2433000000,0.0,-29000000.0,3145000000,16862000000,0.0,0.0,3043000000,0.1575459487444991,2453000000.0,0.14589697126585555,-29000000.0,2818000000,0.14589697126585555,829000000.0,1989000000,0.1029769609112089,0.084286,0.081071,23633624000,24570728000,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465906084288/a06-25759_210k.htm,1.3864762041490202
15,0,2005-09-24,AAPL,2005-12-01,2005-11-30 21:22:48,FY,13931000000.0,9888000000,4043000000,0.290216,534000000,1859000000,0.0,165000000.0,2393000000,12281000000,183000000.0,179000000.0,2177000000,0.15627,1650000000.0,0.118441,-18000000.0,1815000000,0.13028499999999998,480000000.0,1335000000,0.095829,0.05565,0.05565,23988000000,23988000000,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,https://www.sec.gov/Archives/edgar/data/320193/000110465905058421/a05-20674_110k.htm,1.6826911462737046
16,0,2004-09-25,AAPL,2004-12-03,2004-12-02 18:05:49,FY,8279000000.0,6020000000,2259000000,0.272859,489000000,1421000000,0.0,23000000.0,1933000000,7953000000,66000000.0,150000000.0,599000000,0.072352,326000000.0,0.039376999999999995,-9000000.0,383000000,0.046262,107000000.0,276000000,0.033337,0.01273,0.01273,21688000000,21688000000,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746904035975/a2147337z10-k.htm,1.3338166586112454
17,0,2003-09-27,AAPL,2003-12-19,2003-12-19 17:25:45,FY,6207000000.0,4499000000,1708000000,0.275173,471000000,1212000000,0.0,26000000.0,1709000000,6208000000,92000000.0,113000000.0,298000000,0.048010000000000004,-1000000.0,-0.000161,1000000.0,92000000,0.014822,24000000.0,69000000,0.011116,0.00339,0.00339,20356000000,20356000000,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,1.08098223615465
18,0,2002-09-28,AAPL,2002-12-19 00:00:00,2002-12-19 17:20:21,FY,5742000000.0,4139000000,1603000000,0.279171,446000000,1109000000,0.0,29000000.0,1586000000,5725000000,65000000.0,114000000.0,266000000,0.046325,17000000.0,0.002961,5000000.0,87000000,0.015152,22000000.0,65000000,0.01132,0.00321,0.00321,20260000000,20260000000,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/0001047469-02-007674-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746902007674/a2096490z10-k.htm,1.0706694014544098
19,0,2001-09-29,AAPL,2001-12-21,2001-12-21 00:00:00,FY,5363000000.0,4128000000,1235000000,0.23028200000000001,430000000,1138000000,0.0,11000000.0,1579000000,5707000000,277000000.0,100000000.0,337000000,0.062838,-344000000.0,-0.06414299999999999,15000000.0,-52000000,-0.009696,-15000000.0,-25000000,-0.0046619999999999995,-0.0012900000000000001,-0.0012900000000000001,19356000000,19356000000,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,https://www.sec.gov/Archives/edgar/data/320193/000091205701544436/a2066171z10-k405.htm,0.6718025804835275
20,0,2000-09-30,AAPL,2000-12-14 00:00:00,2000-12-14 00:00:00,FY,7983000000.0,5817000000,2166000000,0.27132656895903795,380000000,1166000000,0.0,6000000.0,1546000000,7363000000,21000000.0,0.0,920000000,0.1152448954027308,620000000.0,0.13679068019541527,283000000.0,1092000000,0.13679068019541527,306000000.0,786000000,0.09845922585494177,0.043213999999999995,0.038929000000000005,18175808000,20178144000,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/0000912057-00-053623-index.html,https://www.sec.gov/Archives/edgar/data/320193/000091205700053623/a2032880z10-k.txt,
21,0,1999-09-25,AAPL,1999-12-22 00:00:00,1999-12-22 00:00:00,FY,6134000.0,4438000000,1696000000,0.276492,314000000,996000000,0.0,0.0,1337000000,5775000000,327000000.0,85000000.0,1088000000,0.177372,359000000.0,0.058526,-10000000.0,676000000,0.110205,75000000.0,601000000,0.097978,0.03081,0.03081,19508000000,19508000000,https://www.sec.gov/Archives/edgar/data/320193/000091205799010244/0000912057-99-010244-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000912057-99-010244.txt,0.0010324861134489143
22,0,1998-09-25,AAPL,,,FY,5941000000.0,4462000000,1479000000,0.248948,303000000,908000000,0.0,0.0,1218000000,5680000000,78000000.0,111000000.0,518000000,0.08719099999999999,261000000.0,0.043932,-10000000.0,329000000,0.055378,20000000.0,309000000,0.052011,0.01643,0.01643,18808000000,18808000000,,,0.8390057901426352
23,0,1997-09-26,AAPL,1997-12-05 00:00:00,1997-12-05 00:00:00,FY,7081000000.0,5713000000,1368000000,0.193193,485000000,1286000000,0.0,0.0,2438000000,8151000000,11000000.0,118000000.0,-916000000,-0.12936,-1070000000.0,-0.151109,14000000.0,-1045000000,-0.147578,0.0,-1045000000,-0.147578,-0.07401,-0.07401,14120000000,14120000000,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,0.7201261059696938
24,0,1996-09-27,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,9833000000.0,8865000000,968000000,0.098444,604000000,1568000000,0.0,0.0,2351000000,11216000000,0.0,156000000.0,-1139000000,-0.11583399999999999,-1383000000.0,-0.140649,88000000.0,-1295000000,-0.131699,-479000000.0,-816000000,-0.082986,-0.058870000000000006,-0.058870000000000006,13860000000,13860000000,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,0.8888989332851203
25,0,1995-09-29,AAPL,1995-12-19 00:00:00,1995-12-19 00:00:00,FY,11062000000.0,8204000000,2858000000,0.258362,614000000,1583000000,0.0,0.0,2174000000,10378000000,52000000.0,127000000.0,853000000,0.077111,684000000.0,0.061833000000000006,-62000000.0,674000000,0.060929,250000000.0,424000000,0.038329,0.03077,0.03077,13780000000,13780000000,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,1.203863681972778
26,0,1994-09-30,AAPL,1994-12-13 00:00:00,1994-12-13 00:00:00,FY,9188748000.0,6844915000,2343833000,0.2550764260811157,564303000,1384111000,0.0,8685000.0,1948414000,8793329000,39653000.0,0.0,615346000,0.06696733874952279,395419000.0,0.05444550225993792,101236000.0,500286000,0.05444550225993792,190108000.0,310178000,0.03375628540471455,0.023304,0.023304,13298320000,13306720000,https://www.sec.gov/Archives/edgar/data/320193/000032019394000016/0000320193-94-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-94-000016.txt,
